SIRUTA LOCALITATE,SIRUTA LOC SUP,COD SIIIR,COD SIIIR SUP,COD SIRUES,COD FISCAL
143469,143450,3261203724,,,30936571
143469,143450,3261201713,,323041835,15265782
143469,143450,3261102101,,320673651,17739629
143469,143450,3261101412,,323200059,17893481
143469,143450,3261100198,,321271785,17739548
143469,143450,3261102517,,320673663,17728891
143469,143450,3261201975,,321259189,4306763
143469,143450,3261102345,,320673340,7298029
143469,143450,3261101932,,320673376,4405953
143469,143450,3261203742,,,27941454
143469,143450,3261101335,,320675661,4582980
143469,143450,3261102078,,320673314,4624961
143469,143450,3261102422,,320673546,17739564
143469,143450,3262100931,3261100189,,
143469,143450,3261102205,,320673302,4603489
143469,143450,3262100732,3261102087,321271773,
143469,143450,3261100239,,320673637,17728930
143469,143450,3262100976,3261101638,320673326,
143469,143450,3261101597,,321182439,4405899
143469,143450,3261100248,,321197604,4603497
143469,143450,3262100949,3261102155,320673364,
143469,143450,3221100011,,320671378,4240707
143469,143450,3261101742,,320675843,4198670
143469,143450,3261203656,,322350356,29760632
143469,143450,3261101656,,320673596,4556174
143469,143450,3261101127,,321130060,4270759
143469,143450,3261101588,,320673285,4556166
143469,143450,3281101788,,321290705,4480220
143469,143450,3261203611,,322030827,9644404
143469,143450,3261203638,,322384929,31088179
143469,143450,3261101959,,320960511,4240804
143469,143450,3261101751,,320673625,17739556
143469,143450,3261101154,,320985456,4656505
143469,143450,3261102286,,321101667,4603403
143469,143450,3261101466,,321130058,4270678
143469,143450,3261201645,,323041847,14666514
143469,143450,3261203733,,,4471299
143469,143450,3261102354,,321130072,4678937
143469,143450,3261102087,,320675831,4240987
143469,143450,3261203647,,321212121,4970035
143469,143450,3261102051,,320959768,4241036
143469,143450,3261102336,,320673584,17728921
143469,143450,3261102128,,321130084,4700104
143469,143450,3261201871,,323043522,16723152
143469,143450,3261101665,,321130046,4406053
143469,143450,3261100049,,320673508,17728964
143469,143450,3261101163,,320985494,4270660
143469,143450,3271101313,,321129918,4241044
143469,143450,3261100067,,320834762,4240910
143469,143450,3261101796,,321182477,4520871
143469,143450,3261200029,,323043510,14523441
143469,143450,3261101611,,323004772,9157670
143469,143450,3261101837,,320675659,4241192
143469,143450,3261101968,,320675805,4240715
143469,143450,3261101493,,320675790,4480106
143469,143450,3261203602,,323017561,9759536
143469,143450,3261101204,,321182441,4240758
143469,143450,3261203796,,,33684070
143469,143450,3262101014,3261101154,320671419,
143469,143450,3261101213,,320832142,4270694
143469,143450,3262100723,3261102087,321195319,
143469,143450,3261102137,,320675673,4582971
143469,143450,3261102155,,320673687,17739513
143469,143450,3261203751,,,11910672
143469,143450,3261202239,,323039806,12111959
143469,143450,3281102364,,320675881,4406177
143469,143450,3261203692,,321024429,4479403
143469,143450,3262101023,3261102078,320671392,
143469,143450,3261100058,,320673510,17713548
143469,143450,3261203665,,322082430,18971294
143469,143450,3261203674,,322356051,29995957
143469,143450,3261101801,,323200061,17713521
145612,145603,3262102892,3261102069,320673039,
145612,145603,3261102069,,320675283,17798935
145756,145738,3262103192,3261102015,320675489,
144704,144651,3262103459,3261102033,320674681,
143833,143806,3262100809,3261101403,320671847,
143833,143806,3262100786,3261101403,320674019,
145676,145667,3261100031,,320675403,18076338
145676,145667,3262103269,3261100031,320675439,
145676,145667,3262103251,3261100031,320675415,
145676,145667,3262103097,3261100031,321195280,
145676,145667,3262103088,3261100031,320673065,
145747,145738,3262100524,3261102015,320673106,
145747,145738,3261102015,,320675477,18548988
143566,143557,3261102173,,320673754,17929259
143566,143557,3262102802,3261102173,320671603,
144045,146012,3262102693,3261101457,320671990,
144045,146012,3262102707,3261101457,320674186,
144143,144116,3262100438,3261101891,320674265,
144447,144410,3262101032,3261102413,320674497,
145729,145667,3262103061,3261100031,320675465,
145774,145765,3261102164,,320675491,18029239
145774,145765,3262102847,3261102164,320673120,
145809,145792,3261100126,,320675518,17789929
145809,145792,3262102788,3261100126,320673144,
145836,145827,3262100619,3261101769,320673168,
145836,145827,3261101769,,320675544,4751442
145836,145827,3262100637,3261101769,320675532,
145890,145827,3262100628,3261101769,320675568,
143655,143646,3261101819,,321216589,4307076
143655,143646,3262100506,3261101819,320673871,
143655,143646,3262100492,3261101819,320671718,
145916,145907,3261102191,,320675582,17912745
145943,145934,3261101136,,320675609,18064350
145943,145934,3261101579,,320675867,4241001
145024,144991,3262103102,3261102476,320674916,
145195,145140,3262103156,3261101733,320675049,
144642,144615,3262103405,3261100135,320831277,
144642,144615,3262103432,3261100135,320674631,
145596,145499,3262100682,3261100144,320675271,
145970,145961,3261102096,,320675623,17985739
145970,145961,3262102743,3261102096,320673259,
144483,144456,3262103486,3261102612,320674526,
144189,144152,3262100388,3261101199,320674291,
145658,145603,3262102874,3261102069,320675398,
143593,143557,3262102811,3261102173,320673780,
143593,143557,3262102797,3261102173,320671639,
146003,145998,3261102223,,320675647,17821825
146003,145998,3262102725,3261102223,320673261,
144296,144232,3262102621,3261101389,320674382,
142097,142079,3162103732,3161100625,,
142097,142079,3161100625,,1120390,27416048
139946,139937,3162102912,3161100394,,
139946,139937,3161100394,,661464,24886126
141330,141312,3162103203,3161100584,,
141330,141312,3162103221,3161100584,,
139991,139982,3162103569,3161104326,,
139991,139982,3161104326,,661505,33547650
140262,140244,3161101002,,661737,4291670
140262,140244,3162103578,3161101002,,
140609,140583,3162103705,3161100349,,
140609,140583,3162103682,3161100349,,
141394,141376,3162101142,3161100539,,
140093,140084,3161100973,,661608,33768650
140093,140084,3162101522,3161100973,,
142300,142284,3162102455,3161104475,,
142300,142284,3162103714,3161104475,,
140155,140146,3162101843,3161100616,,
140155,140146,3161100616,,661658,21539840
140217,140208,3162102283,3161100851,,
140217,140208,3161100851,,661701,25243170
140253,140244,3162103619,3161101002,,
140253,140244,3162103601,3161101002,,
142694,142676,3162103067,3161100842,,
142694,142676,3162102636,3161100842,,
139900,139884,3162103492,3161100575,,
139900,139884,3162103474,3161100575,,
142257,142239,3162103429,3161100607,,
142257,142239,3162103402,3161100607,,
140271,140244,3162103596,3161101002,,
140271,140244,3162103587,3161101002,,
140299,140280,3161100521,,661763,21643521
140299,140280,3162103117,3161100521,,
140333,140324,3161100566,,661799,4566690
140333,140324,3162102903,3161100566,,
140397,140379,3162102505,3161104389,,
140404,140379,3162102482,3161104389,,
140404,140379,3162102491,3161104389,,
142266,180037,3162103162,3161104412,,
142266,180037,3161104412,,663503,21638401
140342,140324,3162102378,3161100991,,
140342,140324,3161100991,,661804,25244205
140690,140672,3162102722,3161100322,,
140690,140672,3162102749,3161100322,,
142275,180037,3162103153,3161104412,,
142275,180037,3162103171,3161104412,,
139955,179631,3162102238,3161104484,,
140707,140672,3162102758,3161100322,,
140707,140672,3162102776,3161100322,,
140388,140379,3162102464,3161104389,,
140388,140379,3161104389,,661830,22243957
140459,140440,3161100688,,661907,21965748
140459,140440,3162103447,3161100688,,
140486,140477,3162103863,3161100729,,
140486,140477,3161100729,,661921,25818707
141269,141232,3162103031,3161100114,,
140351,140324,3162102898,3161100566,,
143085,143067,3162103533,3161100408,,
139919,139884,3162103456,3161100575,,
139759,139740,3161100064,,6821640,23044952
139759,139740,3151104271,,3002970,4291816
139759,139740,3161104466,,664442,4291824
139759,139740,3161100765,,661256,4291832
139759,139740,3161100824,,310664741,32007481
141349,141312,3162103198,3161100584,,
141349,141312,3162103239,3161100584,,
140164,140146,3162101897,3161100616,,
140164,140146,3162101888,3161100616,,
140173,140146,3162101861,3161100616,,
140173,140146,3162101929,3161100616,,
142195,142177,3162103795,3161100806,,
142195,142177,3162103827,3161100806,,
142195,142177,3162103809,3161100806,,
142195,142177,3162103845,3161100806,,
142444,142426,3162101739,3161100498,,
142444,142426,3162101834,3161100498,,
140510,140501,3161101011,,661945,21696470
140510,140501,3162102143,3161101011,,
140618,140583,3162103691,3161100349,,
140100,140084,3162101513,3161100973,,
140100,140084,3162101504,3161100973,,
142453,142426,3162101757,3161100498,,
142453,142426,3162101784,3161100498,,
140556,140547,3161100512,,661983,21529528
140556,140547,3162103967,3161100512,,
141900,141884,3162103293,3161100028,,
141740,141722,3162103922,3161100783,,
141740,141722,3162103872,3161100783,,
141759,141722,3162103899,3161100783,,
141759,141722,3162103904,3161100783,,
140592,140583,3161100349,,662042,25104520
140592,140583,3162103673,3161100349,,
141811,141786,3162101178,3161100946,,
140636,140627,3162103388,3161100385,,
140636,140627,3162103316,3161100385,,
140636,140627,3161100385,,661282,4637597
140681,140672,3161100322,,662119,21859399
140681,140672,3162102731,3161100322,,
140789,140770,3162102559,3161101124,,
140789,140770,3161101124,,662200,25529350
142809,142774,3162102315,3161100643,,
140841,140823,3162101558,3161100869,,
140841,140823,3162101576,3161100869,,
140832,140823,3162101549,3161100869,,
140832,140823,3161100869,,662262,4291565
142024,142006,3162103985,3161100896,,
142024,142006,3162103994,3161100896,,
139839,139811,3162101644,3161104421,,
140878,140869,3161104353,,662298,25627340
140878,140869,3162101341,3161104353,,
142587,142550,3162103958,3161100376,,
142587,142550,3161100376,,663814,26362942
140306,140280,3162103108,3161100521,,
140306,140280,3162103126,3161100521,,
141410,141376,3162102948,3161100901,,
141410,141376,3162102975,3161100901,,
140985,140958,3162104204,3161100815,,
140985,140958,3162104181,3161100815,,
140967,140958,3161100815,,662377,21972850
140967,140958,3162104222,3161100815,,
142033,142006,3162104041,3161100896,,
141633,141580,3162101472,3161104448,,
141633,141580,3162101463,3161104448,,
142747,142710,3162102093,3161100358,,
142747,142710,3162102618,3161100358,,
141036,141027,3162102844,3161104249,,
141036,141027,3161104249,,662432,25097538
142355,142337,3162101273,3161100982,,
142355,142337,3162101255,3161100982,,
142355,142337,3162101305,3161100982,,
142355,142337,3162101246,3161100982,,
142355,142337,3162101291,3161100982,,
142523,142499,3162102057,3161100426,,
141090,141081,3162102428,3161100661,,
141107,141081,3162102446,3161100661,,
141107,141081,3161100661,,662494,25393932
141116,141081,3162102401,3161100661,,
141116,141081,3162102419,3161100661,,
141198,141134,3162104109,3161100711,,
141198,141134,3162104059,3161100711,,
140182,140146,3162101852,3161100616,,
140182,140146,3162101879,3161100616,,
141143,141134,3162104068,3161100711,,
141143,141134,3161100711,,662535,21534427
140191,140146,3162101902,3161100616,,
140191,140146,3162101911,3161100616,,
141241,141232,3162103085,3161100114,,
141241,141232,3161100114,,662602,4291654
140850,140823,3162101567,3161100869,,
140850,140823,3162101531,3161100869,,
142042,142006,3162103976,3161100896,,
142042,142006,3162104023,3161100896,,
141214,141134,3162104077,3161100711,,
141214,141134,3162104086,3161100711,,
142408,142373,3162102826,3161100792,,
142408,142373,3162102808,3161100792,,
141429,141376,3162102957,3161100901,,
141429,141376,3162102984,3161100901,,
141321,141312,3161100584,,662676,21582190
141321,141312,3162103189,3161100584,,
141385,141376,3162101133,3161100539,,
141385,141376,3161100539,,662717,25104511
141456,141447,3162101418,3161100937,,
141456,141447,3161100937,,662779,4792280
141544,141535,3161100738,,662896,25104490
141544,141535,3162100195,3161100738,,
140645,140627,3162103379,3161100385,,
140645,140627,3162103343,3161100385,,
142364,142337,3162101282,3161100982,,
142364,142337,3162101264,3161100982,,
141599,141580,3162101481,3161104448,,
141599,141580,3161104448,,661309,4495212
142907,142881,3162102012,3161104362,,
142907,142881,3162102003,3161104362,,
142756,142710,3162102107,3161100358,,
142756,142710,3162102116,3161100358,,
141731,141722,3161100783,,663046,22035948
141731,141722,3162103913,3161100783,,
140734,140672,3162102713,3161100322,,
140734,140672,3162102794,3161100322,,
140020,139982,3161104231,,661581,33547676
140020,139982,3162102532,3161104231,,
139820,139811,3161100679,,664519,4494950
139820,139811,3162101626,3161104421,,
139820,139811,3161101074,,661268,4870710
139820,139811,3161104285,,1158165,4494993
139820,139811,3162101608,3161104421,,
139820,139811,3161104421,,664789,4494977
139820,139811,3151104262,,661414,4494942
142970,142952,3162102161,3161100105,,
141839,141786,3162101169,3161100946,,
141964,141946,3162101721,3161104403,,
141964,141946,3162101671,3161104403,,
141795,141786,3161100946,,663058,27968131
141795,141786,3162101196,3161100946,,
142916,142881,3162102075,3161104362,,
142916,142881,3162102066,3161104362,,
141893,141884,3161100028,,663149,4495166
141893,141884,3162103307,3161100028,,
140743,140672,3162102785,3161100322,,
142649,142612,3162100245,3161104335,,
142649,142612,3162100272,3161104335,,
142649,142612,3162100227,3161104335,,
141955,141946,3162101689,3161104403,,
141955,141946,3161104403,,663187,22311210
140654,140627,3162103325,3161100385,,
142015,142006,3161100896,,663242,26394456
142015,142006,3162104014,3161100896,,
142088,142079,3162103759,3161100625,,
142088,142079,3162103741,3161100625,,
142113,142079,3162103723,3161100625,,
142113,142079,3162103768,3161100625,,
140039,139982,3162103551,3161104326,,
142131,142122,3162101965,3161104308,,
142131,142122,3161104308,,663371,23023259
142159,142122,3162101938,3161104308,,
142159,142122,3162101947,3161104308,,
139777,139740,3162104118,3161104466,,
139777,139740,3162104136,3161104466,,
140798,140770,3162102541,3161101124,,
139786,139740,3162104127,3161104466,,
139786,139740,3162104145,3161104466,,
142186,142177,3162103786,3161100806,,
142186,142177,3161100806,,663412,18900838
142603,142550,3162103646,3161104457,,
142603,142550,3162103637,3161104457,,
142248,142239,3161100607,,663474,4495247
142248,142239,3161100833,,3003613,4495255
142248,142239,3162103411,3161100607,,
141438,141376,3162102966,3161100901,,
141438,141376,3161100901,,662755,25104503
142462,142426,3162101766,3161100498,,
142462,142426,3162101793,3161100498,,
140235,140208,3162102274,3161100851,,
140235,140208,3162102265,3161100851,,
142293,142284,3162100444,3161104475,666385,
142293,142284,3161104475,,663539,14754500
140912,140869,3162101359,3161104353,,
140912,140869,3162101368,3161104353,,
142346,142337,3161100982,,663577,21636318
142346,142337,3162101314,3161100982,,
142471,142426,3162101816,3161100498,,
142471,142426,3162101748,3161100498,,
142382,142373,3162102817,3161100792,,
142382,142373,3161100792,,663632,25956467
140805,140770,3162102586,3161101124,,
142168,142122,3162101956,3161104308,,
142168,142122,3162101974,3161104308,,
141296,141232,3162103094,3161100114,,
141296,141232,3162103058,3161100114,,
142989,142952,3162102179,3161100105,,
142989,142952,3162102202,3161100105,,
141492,141447,3162101427,3161100937,,
141492,141447,3162101386,3161100937,,
140663,140627,3162103361,3161100385,,
139964,139937,3162102939,3161100394,,
143049,143021,3162102699,3161100964,,
143049,143021,3162102704,3161100964,,
142435,142426,3162101825,3161100498,,
142435,142426,3161100498,,663670,4495026
142480,142426,3162101807,3161100498,,
142480,142426,3162101775,3161100498,,
139857,139811,3162101635,3161104421,,
142505,142499,3162102048,3161100426,,
142505,142499,3161100426,,663735,25198028
140360,140324,3162102871,3161100566,,
142569,142550,3161104457,,663785,26361335
142569,142550,3162103628,3161104457,,
142621,142612,3161104335,,310663838,21403642
142621,142612,3162100281,3161104335,,
141009,140958,3162104213,3161100815,,
141009,140958,3162104172,3161100815,,
140431,140379,3162102473,3161104389,,
142685,142676,3161100842,,663905,25205834
142685,142676,3162102645,3161100842,,
141508,141447,3162101395,3161100937,,
141508,141447,3162101377,3161100937,,
142701,142676,3162102654,3161100842,,
142701,142676,3162103076,3161100842,,
140538,140501,3162102125,3161101011,,
140538,140501,3162102134,3161101011,,
142202,142177,3162103818,3161100806,,
142202,142177,3162103854,3161100806,,
142729,142710,3161100358,,663943,21718640
142729,142710,3162102595,3161100358,,
141562,141535,3162100209,3161100738,,
141562,141535,3162100218,3161100738,,
143003,142952,3162102229,3161100105,,
143003,142952,3162102188,3161100105,,
142783,142774,3162102351,3161100643,,
142783,142774,3161100643,,663993,4495034
142863,142854,3161100697,,664064,22403640
142863,142854,3162103004,3161100697,,
142890,142881,3161104362,,1182350,4566682
142890,142881,3162101983,3161104362,,
142890,142881,3162101992,3161104362,,
142890,142881,3162102039,3161104362,,
142890,142881,3162102021,3161104362,,
142541,179695,3162101228,3161100453,,
142541,179695,3161100453,,663761,25198010
139893,139884,3161100123,,832130,4291468
139893,139884,3161100019,,664856,4291891
139893,139884,3161100557,,661335,4291905
139893,139884,3162103022,3161100019,,
139893,139884,3162103483,3161100575,,
139893,139884,3161104294,,664571,4495000
139893,139884,3161100652,,664868,4792256
139893,139884,3161101038,,6821573,18001980
139893,139884,3161104317,,1182374,4291522
139893,139884,3161104258,,310335912,20776732
139893,139884,3161100575,,664583,4566666
139893,139884,3151104375,,3002968,4291913
139893,139884,3162103465,3161100575,,
139893,139884,3161101092,,661385,4291484
142765,142710,3162102609,3161100358,,
142765,142710,3162102084,3161100358,,
141991,141946,3162101662,3161104403,,
141991,141946,3162101703,3161104403,,
140949,140869,3162101323,3161104353,,
140949,140869,3162101332,3161104353,,
141125,141081,3162102437,3161100661,,
141125,141081,3162102387,3161100661,,
142836,142774,3162102369,3161100643,,
142836,142774,3162102333,3161100643,,
142211,142177,3162103777,3161100806,,
142211,142177,3162103836,3161100806,,
141526,141447,3162101436,3161100937,,
141526,141447,3162101409,3161100937,,
139973,179631,3161104484,,661490,24920716
139973,179631,3162102256,3161104484,,
142845,142774,3162102342,3161100643,,
142667,142612,3162100254,3161104335,,
142667,142612,3162100236,3161104335,,
142667,142612,3162100263,3161104335,,
142060,142006,3162104005,3161100896,,
142060,142006,3162104032,3161100896,,
139795,139740,3162100299,3161100064,,
139795,139740,3162100132,3161100824,,
142961,142952,3161100105,,664131,21702458
142961,142952,3162102211,3161100105,,
143012,142952,3162102197,3161100105,,
143012,142952,3162102152,3161100105,,
143129,143067,3162103515,3161100408,,
142872,142854,3162102993,3161100697,,
142872,142854,3162103013,3161100697,,
140814,140770,3162102627,3161101124,,
140814,140770,3162102577,3161101124,,
143030,143021,3162102681,3161100964,,
143030,143021,3161100964,,664222,21638410
141018,140958,3162104163,3161100815,,
141018,140958,3162104199,3161100815,,
141072,141027,3162102835,3161104249,,
141072,141027,3162102853,3161104249,,
139713,139704,3162103438,3161100919,,
139713,139704,3161101029,,664375,4566550
139713,139704,3141100461,,3003650,23124075
139713,139704,3161200591,,696006,30153022
139713,139704,3161101106,,311157965,31989779
139713,139704,3131100058,,3003649,4870702
139713,139704,3142100185,3141100461,,
139713,139704,3161100887,,3073943,10244061
139713,139704,3161100489,,661323,4566399
139713,139704,3161100548,,310667559,32040143
139713,139704,3162100177,3161100304,,
139713,139704,3162101445,3161101092,,
139713,139704,3161101056,,310664715,24982956
139713,139704,3161100082,,3085623,11132791
139713,139704,3181100092,,3002956,4494829
139713,139704,3162103266,3161100955,,
139713,139704,3161100747,,1315440,4494799
139713,139704,3161100304,,311157977,4637546
139713,139704,3161104344,,661244,4566348
139713,139704,3162100159,3161101056,,
139713,139704,3161100955,,3002932,4566542
139713,139704,3161100756,,310667547,4637520
139713,139704,3161100634,,311157953,31989779
139713,139704,3161101047,,1313595,4566461
139713,139704,3162103257,3161100955,,
139713,139704,3161100313,,1190163,4566534
139713,139704,3161100878,,1086623,4566453
139713,139704,3161100919,,1158153,4637511
139713,139704,3161101065,,310664698,32108028
139713,139704,3161100168,,,25018712
139713,139704,3161201113,,696002,31514184
139713,139704,3161200772,,696001,35152362
139713,139704,3161200478,,6821688,11385280
139713,139704,3162100417,3161100168,310664703,
139713,139704,3161100928,,3002944,4566356
139713,139704,3191104531,,6821690,33687726
139713,139704,3121100044,,661232,5546225
139713,139704,3161100435,,1259141,4566577
139713,139704,3161200338,,6821676,28532467
139713,139704,3161100367,,1182386,4566372
139713,139704,3161104439,,311157941,32019818
139713,139704,3161100702,,310334798,24885635
139713,139704,3161101083,,1120429,4566640
139713,139704,3161104398,,664387,4566364
139713,139704,3161200501,,6821664,30769546
139713,139704,3171100033,,3002982,4566496
143076,143067,3161100408,,664258,25200438
143076,143067,3162103524,3161100408,,
140315,140280,3162103144,3161100521,,
140315,140280,3162103135,3161100521,,
141768,141722,3162103881,3161100783,,
141768,141722,3162103931,3161100783,,
143156,143147,3162104154,3161100073,,
143156,143147,3161100073,,664325,25320418
136722,136713,3061101288,,652528,17357378
136722,136713,3062103236,3061101288,,
138057,138039,3062100961,3061101804,,
137201,179873,3062100486,3061102497,,
137201,179873,3061102497,,652918,17344157
138459,138431,3062100572,3061102366,,
138468,138431,3061101894,,653986,29219891
136777,136768,3062100518,3061101424,,
136777,136768,3061101424,,300652592,17337826
136811,136802,3061101442,,652566,17357289
136811,136802,3062103209,3061101442,,
137568,137540,3062103159,3061101781,,
136857,136848,3061102529,,306562050,3963854
136857,136848,3061100147,,6640955,17424558
136857,136848,3062102167,3061100147,,
136857,136848,3062102158,3061100147,,
137693,137675,3062100694,3061101487,,
136875,136848,3062100848,3061102529,,
137158,137130,3062100798,3061101849,,
138100,138084,3062103091,3061101582,,
137782,137764,3062100658,3061102416,,
136928,136919,3061101971,,652669,17344076
136928,136919,3062102886,3061101971,,
137121,137103,3062100925,3061101641,,
137112,137103,3061101641,,30652841,17357270
137112,137103,3062100916,3061101641,,
138823,138805,3062100545,3061101451,,
136973,136964,3061100034,,652700,17337729
137988,137960,3062101139,3061101605,,
137041,137032,3061101736,,652762,17357319
137041,137032,3062103263,3061101736,,
137041,137032,3062103254,3061101736,,
137078,137069,3062102719,3061102565,,
139027,139009,3062102791,3061102009,,
137149,137130,3061101849,,300652865,17337842
137639,137611,3062100328,3061100174,,
137087,137069,3062102696,3061102565,,
138654,138618,3062100278,3061102375,,
137194,137185,3061101709,,652906,17344165
137194,137185,3062102859,3061101709,,
136535,136526,3061101302,,6640606,17344211
136535,136526,3051101505,,6641040,12599168
136535,136526,3061101528,,654837,17357297
136535,136526,3062102131,3061101858,,
136535,136526,3062102746,3061101252,,
136535,136526,3061101677,,654825,17312635
136535,136526,3061101953,,978336,3896798
136535,136526,3062102357,3061101406,,
136535,136526,3061101858,,650300,17344220
136535,136526,3062102764,3061101528,,
136535,136526,3062102303,3061101677,,
136535,136526,3062102773,3061101252,,
136535,136526,3061101406,,650312,17312643
136535,136526,3061101252,,650324,17344278
136535,136526,3061101347,,806911,3896801
136535,136526,3082103291,3061102488,,
136535,136526,3061102072,,654849,17344246
136535,136526,3061102488,,655295,3963617
136535,136526,3062102755,3061101858,,
137238,137229,3062100789,3061101261,,
137238,137229,3061101261,,300652932,17344327
137283,137274,3061102669,,300652982,17356461
137283,137274,3062100753,3061102669,,
136571,179677,3062102737,3061102063,,
136571,179677,3061102063,,654813,17344254
136562,136553,3061101745,,654801,17357327
136562,136553,3062102728,3061101745,,
137577,137540,3061102606,,300653223,29219867
137577,137540,3062100875,3061102606,,
137309,137292,3061101799,,653003,17337850
138832,138805,3062100554,3061101451,,
137381,137363,3061101184,,653065,17306870
137372,137363,3062103123,3061101184,,
137416,137407,3061102592,,653091,17356470
137416,137407,3062102868,3061102592,,
138752,138734,3062102981,3061101695,,
137915,137899,3062100391,3061102615,,
137791,180028,3062100355,3061101519,,
137791,180028,3062100346,3061101519,,
136679,136642,3062102235,3061100016,,
139410,139394,3062103272,3061101564,,
138690,179882,3061101175,,654162,17322833
137210,179873,3062100495,3061102497,,
137247,137229,3062100771,3061101261,,
136937,136919,3062102877,3061101971,,
137586,137540,3062103168,3061101781,,
137167,137130,3062100803,3061101849,,
137452,137443,3061102018,,653120,17495354
137513,137504,3062100735,3061101365,,
137559,137540,3061101781,,653209,17371950
137595,137540,3062103186,3061101781,,
138887,138869,3062100183,3061101297,,
137700,137675,3062100685,3061101487,,
139376,139358,3062100468,3061102054,,
136786,136768,3062100527,3061101424,,
137620,137611,3061100174,,653261,17375080
138949,138921,3061102547,,654368,29303231
138226,138208,3062100233,3061101917,,
137684,137675,3062100708,3061101487,,
137684,137675,3061101487,,300653314,17415835
139232,139214,3061101356,,30654631,29244186
138066,138039,3062100943,3061101804,,
137470,137443,3062103132,3061102018,,
137737,137728,3062103019,3061102384,,
137737,137728,3061102384,,653352,17357335
139081,139054,3062100215,3061101623,,
136884,136848,3062100857,3061102529,,
137327,137292,3062103114,3061101799,,
139198,139170,3062102805,3061102434,,
137755,137746,3061102081,,300653364,17415843
137755,137746,3062100676,3061102081,,
136991,136964,3062103245,3061100034,,
138958,138921,3062101035,3061101876,,
137862,137844,3062103046,3061102678,,
137773,137764,3062100649,3061102416,,
137773,137764,3061102416,,300653376,17352630
137853,137844,3061102678,,653443,17337869
137924,137899,3062100414,3061102615,,
137906,137899,3061102615,,653481,17339649
137933,137899,3062100382,3061102615,,
138477,138431,3062100613,3061102366,,
138967,138921,3062101044,3061101876,,
137522,137504,3062100726,3061101365,,
138119,138084,3062103073,3061101582,,
136795,136768,3062100509,3061101424,,
137979,137960,3062101103,3061101605,,
137979,137960,3062101112,3061101605,,
137979,137960,3061101605,,300653546,17422085
137256,137229,3062100762,3061101261,,
137871,137844,3062103028,3061102678,,
137602,137540,3062103177,3061101781,,
138048,138039,3062100952,3061101804,,
138048,138039,3061101804,,30653601,17375110
138048,138039,3061101469,,30844456,4134480
138048,138039,3061201942,,306658574,9678466
137050,137032,3062100893,3061101496,,
137050,137032,3061101496,,30652786,29250501
136893,136848,3062100839,3061102529,,
139303,139287,3062100441,3061101415,,
138333,138280,3062102814,3061101329,,
138128,138084,3062103105,3061101582,,
138093,138084,3061101582,,653663,17371933
138093,138084,3062103082,3061101582,,
137826,137764,3062100667,3061102416,,
138173,138164,3061101311,,300653730,17091453
138173,138164,3062100622,3061101311,,
136740,136713,3062103218,3061101288,,
138262,138208,3062100242,3061101917,,
138217,138208,3061101917,,653780,17306854
137880,137844,3062103037,3061102678,,
137942,137899,3062100373,3061102615,,
136606,136599,3052102266,3071101863,,
136606,136599,3061102538,,650441,17344319
136606,136599,3062102289,3061100129,,
136606,136599,3061100129,,1006544,17344300
136606,136599,3061101754,,654875,17337770
136606,136599,3062102208,3061102538,,
136606,136599,3061102045,,806923,3963943
136606,136599,3062102217,3061102538,,
136606,136599,3061101338,,655257,17344297
136606,136599,3061102452,,1106590,17337788
136606,136599,3062102298,3061100129,,
137997,137960,3062101098,3061101605,,
138002,137960,3062101089,3061101605,,
139385,139358,3061101374,,654734,29220616
139385,139358,3062100907,3061101374,,
138299,138280,3061101148,,653869,17344190
138299,138280,3061101329,,831136,4038733
138299,138280,3062100821,3061101329,,
138360,138351,3061101614,,653883,17337818
138360,138351,3062100301,3061101614,,
137265,137229,3062102782,3061101261,,
138440,138431,3061102366,,300653962,17441273
138011,137960,3062101121,3061101605,,
137719,137675,3062100717,3061101487,,
138486,138431,3062100866,3061101894,,
138510,138501,3062102945,3061101813,,
138510,138501,3061101813,,654021,17306862
138547,138538,3062100563,3061101166,,
138547,138538,3061101166,,300654045,17272760
139090,139054,3062100224,3061101623,,
138583,138574,3061101383,,654071,17312651
138583,138574,3062102832,3061101383,,
137531,137504,3062100744,3061101365,,
137531,137504,3061101365,,30653182,17352656
138627,138618,3061102375,,654100,17375102
139125,139107,3062102927,3061102642,,
137835,180028,3061101519,,653390,17352648
137835,180028,3062100364,3061101519,,
138146,138084,3062103055,3061101582,,
138388,138351,3062100319,3061101614,,
138976,138921,3062101053,3061101876,,
138404,138404,3061102556,,653924,17337800
138413,138404,3062100287,3061102556,,
137014,136964,3061102574,,30652748,29243288
138422,138351,3062100296,3061101614,,
138155,138084,3062103064,3061101582,,
139312,139287,3062100432,3061101415,,
138672,138663,3062102972,3061101234,,
138672,138663,3061101234,,654148,17322825
138743,138734,3062102999,3061101695,,
138743,138734,3061101695,,654198,17306889
136492,136483,3061102036,,1145388,4038725
136492,136483,3062102104,3061102502,,
136492,136483,3061102461,,1244225,17322809
136492,136483,3061101433,,30655013,17344130
136492,136483,3061102651,,99386,3897327
136492,136483,3062102339,3061101763,,
136492,136483,3061101157,,655130,17312619
136492,136483,3062101962,3061102036,979146,
136492,136483,3061101763,,650037,4038970
136492,136483,3042100603,3041101477,,
136492,136483,3041101477,,115,21300167
136492,136483,3061100025,,655180,17337702
136492,136483,3021100068,,111,3896976
136492,136483,3061101225,,1182324,3897440
