COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,osm,roaep,safe,str,wikidata
,3562103803,3561101213,,159455,158760,3562103803,TIMIŞ,,,,GRADINITA CU PROGRAM NORMAL COM.SARAVALE,GRADINITA CU PROGRAM NORMAL COM SARAVALE,SARAVALE,,0,0,,
11442822,2961207091,,6677128,131256,131265,2961207091,PRAHOVA,,,5,"ȘCOALA POSTLICEALĂ ""LOUIS PASTEUR"" CÂMPINA",SCOALA POSTLICEALA LOUIS PASTEUR CAMPINA,CÂMPINA,,0,0,NICOLAE BĂLCESCU,
,1062102905,1061104477,,49545,49563,1062102905,BUZĂU,,,,ŞCOALA GIMNAZIALĂ SAT ALBEŞTI COMUNA SMEENI,SCOALA GENERALA SAT ALBESTI COMUNA SMEENI,ALBEŞTI,,0,0,,
,2662100914,2661104375,,117113,117168,2662100914,MUREŞ,46.6817580242513,24.5618730670085,72,ȘCOALA PRIMARĂ PĂINGENI,SCOALA PRIMARA PAINGENI,PĂINGENI,,ȘCOALA PRIMARĂ PĂINGENI,100,PRINCIPALĂ,
,0262101867,0261101225,,10649,10658,0262101867,ARAD,,,,GRADINITA PN DEZNA,GRADINITA CU PROGRAMRAM NORMAL DEZNA,DEZNA,,0,0,,
4300566,1361101759,,130451833,60534,60543,1361101759,CONSTANŢA,44.0552737686056,28.5948809064036,14,LICEUL TEORETIC ’EMIL RACOVIŢĂ’ TECHIRGHIOL,LICEUL TEORETIC EMIL RACOVITA TECHIRGHIOL,TECHIRGHIOL,,"LICEUL ""EMIL RACOVIȚĂ""",66,NICOLAE BĂLCESCU,
4727037,2061100059,,1181679,86687,86696,2061100059,HUNEDOARA,45.86841955,22.8999324437397,24,"LICEUL TEHNOLOGIC ""GRIGORE MOISIL"" DEVA",LICEUL TEHNOLOGIC GRIGORE MOISIL DEVA,DEVA,89678198,0,0,TITU MAIORESCU,
2845478,2961107446,,635441,130534,130543,2961107446,PRAHOVA,44.9324121487797,26.0287261314121,7,"COLEGIUL NATIONAL ""JEAN MONNET"", MUNICIPIUL PLOIEȘTI",COLEGIUL NATIONAL JEAN MONNET MUNICIPIUL PLOIESTI,PLOIEŞTI,,"COLEGIUL NAȚIONAL ""JEAN MONNET""",74,Iorga Nicolae,
29447580,1361105415,,130451522,60419,60428,1361105415,CONSTANŢA,44.2037332,28.6273051,4,ŞCOALA GIMNAZIALĂ NR. 7 ’REMUS OPREANU’ CONSTANŢA,SCOALA GENERALA NR 7 REMUS OPREANU CONSTANTA,CONSTANŢA,135632225,0,0,Adamclisi,
,3562105393,3561101905,,156473,156491,3562105393,TIMIŞ,45.7273411526879,21.9258937172946,11,SCOALA PRIMARA HEZERIA COM.COSTEIU,SCOALA PRIMARA HEZERIA COM COSTEIU,HEZERIŞ,,ȘCOALA PRIMARA HEZERIS,79,,
29011911,2961101874,,638053,136269,133321,2961101874,PRAHOVA,45.0373084013099,26.3876933185186,255,"ȘCOALA GIMNAZIALĂ, COMUNA VADU SĂPAT",SCOALA GENERALA COMUNA VADU SAPAT,VADU SĂPAT,,"ȘCOALĂ GIMNAZIALĂ VADU SĂPAT, COMUNA VADU SĂPAT, SAT VADU SĂPAT",72,PRINCIPALĂ,
3520059,0261100269,,1101849,9262,9271,0261100269,ARAD,46.1893182029574,21.3016918236085,10 C,COLEGIUL TEHNIC DE CONSTRUCTII SI PROTECTIA MEDIULUI ARAD,COLEGIUL TEHNIC DE CONSTRUCTII SI PROTECTIA MEDIULUI ARAD,ARAD,,COLEGIUL TEHNIC DE CONSTRUCȚII ȘI PROTECȚIA MEDIULUI,95,IOAN FLUIERAŞ,
,3362106759,3361107914,,149183,149209,3362106759,SUCEAVA,47.7268123445302,25.1330485235765,,SCOALA PRIMARA BOBEICA,SCOALA PRIMARA BOBEICA,BOBEICA,,SCOALA PRIMARĂ BOBEICA,100,,
,2862102189,2861100522,,127858,127867,2862102189,OLT,,,,GRADINITA CU PROGRAM NORMAL OPORELU,GRADINITA CU PROGRAM NORMAL OPORELU,OPORELU,,0,0,,
18012920,3261101552,,320674136,143995,144009,3261101552,SIBIU,,,112,SCOALA GIMNAZIALA ATEL,SCOALA GENERALA ATEL,AŢEL,,0,0,SCOLII,
,1062103015,1061106226,,46867,46894,1062103015,BUZĂU,44.8614398014891,26.6280196180211,,GRĂDINIȚA CU PROGRAM NORMAL SAT ILEANA COMUNA GLODEANU SĂRAT,GRADINITA CU PROGRAM NORMAL SAT ILEANA COMUNA GLODEANU SARAT,ILEANA,,GRADINITA CU PROGRAM NORMAL ILEANA,72,,
,0362105621,0361100037,,14851,14897,0362105621,ARGEŞ,44.9536379607307,24.7904354722881,,ŞCOALA GIMNAZIALĂ GĂLĂŞEŞTI,SCOALA GENERALA GALASESTI,BUDEASA MARE,,ȘCOALA GENERALĂ GĂLĂȘEȘTI,100,,
,0862103982,0861100287,,42183,42218,0862103982,BRAŞOV,,,,Grădinița cu Program Normal Buzăiel,GRADINITA CU PROGRAM NORMAL BUZAIEL,BUZĂIEL,,0,0,,
23295121,0761104962,,390106,38321,38330,0761104962,BOTOŞANI,48.0888848081388,26.6938268219317,,SCOALA GIMNAZIALA NR. 1 MILEANCA,SCOALA GENERALA NR 1 MILEANCA,MILEANCA,,"SCOALA GIMNAZIALA NR.1 MILEANCA, CORP B, PARTER",81,NILEANCA,
,3262102734,3261102096,320675635,145961,145989,3262102734,SIBIU,,,,GRĂDINIȚA CU PROGRAM NORMAL MOTIS,GRADINITA CU PROGRAM NORMAL MOTIS,MOTIŞ,,0,0,NR. 183,
,0962100919,0961101843,406319,43019,43037,0962100919,BRĂILA,,,34,GRĂDINIŢA CU PROGRAM NORMAL BATOGU,GRADINITA CU PROGRAM NORMAL BATOGU,BATOGU,,0,0,MARIA FILOTTI,
4944605,2061203318,,3137696,86990,87004,2061203318,HUNEDOARA,45.41442865,23.3704378023958,4,ȘCOALA PARTICULARĂ SANITARĂ POSTLICEALĂ ’CAROL DAVILA’ PETROȘANI,SCOALA PARTICULARA SANITARA POSTLICEALA CAROL DAVILA PETROSANI,PETROŞANI,215633072,0,0,AVRAM IANCU,
,0662101816,0661101038,371772,32599,32606,0662101816,BISTRIŢA-NĂSĂUD,47.3752371601123,24.665332880019,1,GRĂDINIȚA CU PROGRAM NORMAL NR.1 SÎNGEORZ-BĂI,GRADINITA CU PROGRAM NORMAL NR 1 SINGEORZ BAI,SÂNGEORZ-BĂI,,GRĂDINIȚA CU PROGRAM NORMAL SÎNGEORZ-BĂI,94,Teilor,
,1962102398,1961104319,,84264,84273,1962102398,HARGHITA,,,557,"ȘCOALA PRIMARĂ ""DR.BÁLINT JÓZSEF"" DEALU",SCOALA PRIMARA DR BALINT JÓZSEF DEALU,DEALU,,0,0,DIAFALĂU,
,1562102323,1561105683,,67595,67602,1562102323,DÂMBOVIŢA,,,2,GRĂDINIȚA PENTRU COPII CU DEFICIENȚE GURA OCNIȚEI,GRADINITA PENTRU COPII CU DEFICIENTE GURA OCNITEI,GURA OCNIŢEI,,0,0,SANATORIU,
29110672,1061106289,,413702,45888,45897,1061106289,BUZĂU,45.3966872958206,26.6056696362109,,ŞCOALA GIMNAZIALĂ CANEŞTI COMUNA CĂNEŞTI,SCOALA GENERALA CANESTI COMUNA CANESTI,CĂNEŞTI,,SCOALA GIMNAZIALA CANESTI,75,,
,2162101574,2161101497,,102749,102785,2162101574,IALOMIŢA,,,42,ŞCOALA PRIMARĂ GRECII DE JOS-LICEUL TEH.FIERBINŢI-TÂRG,SCOALA PRIMARA GRECII DE JOS LICEUL TEH FIERBINTI TARG,GRECII DE JOS,,0,0,CALEA BUCUREŞTI,
18273003,0761104763,,1026312,35731,35740,0761104763,BOTOŞANI,,,7,GRADINITA CU PROGRAM PRELUNGIT NR 22 BOTOSANI,GRADINITA CU PROGRAM PRELUNGIT NR 22 BOTOSANI,BOTOŞANI,,0,0,PARCUL TINERETULUI,
29469545,1861105715,,510433,82733,82742,1861105715,GORJ,44.7982153094441,23.2934378843098,,SCOALA GIMNAZIALA NR.1 URDARI,SCOALA GENERALA NR 1 URDARI,URDARI,,ȘCOALA GIMNAZIALĂ NR. 1 URDARI,100,,
,2262101188,2261105812,,97465,97508,2262101188,IAŞI,47.1802152999347,26.8679754803616,,"ȘCOALA GIMNAZIALĂ, OBOROCENI",SCOALA GENERALA OBOROCENI,OBOROCENI,,SCOALA GIMNAZIALA OBOROCENI,100,,
,3362101071,3361103141,,149968,149977,3362101071,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL NR. 3 PREUTESTI,GRADINITA CU PROGRAM NORMAL NR 3 PREUTESTI,PREUTEŞTI,,0,0,,
29052075,0261100061,,318639,12509,12518,0261100061,ARAD,,,,SCOALA GIMNAZIALA TIRNOVA,SCOALA GENERALA TIRNOVA,TÂRNOVA,,0,0,,
,0562102529,0561101487,358316,27383,27392,0562102529,BIHOR,,,384,GRĂDINIŢA CU PROGRAM NORMAL NR.1 BATĂR,GRADINITA CU PROGRAM NORMAL NR 1 BATAR,BATĂR,,0,0,Principala,
4469248,0361104941,,326617,13169,13178,0361104941,ARGEŞ,,,20,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""ARMONIA"" PITEȘTI",GRADINITA CU PROGRAM PRELUNGIT ARMONIA PITESTI,PITEŞTI,,0,0,INDEPENDENŢEI,
,0862103322,0861100622,,40955,40982,0862103322,BRAŞOV,,,,Grădinița cu Program Normal Rotbav,GRADINITA CU PROGRAM NORMAL ROTBAV,ROTBAV,,0,0,,
29164192,0461108292,,343995,21338,21347,0461108292,BACĂU,,,,SCOALA GIMNAZIALA BERESTI-TAZLAU,SCOALA GENERALA BERESTI TAZLAU,BEREŞTI-TAZLĂU,,0,0,,
,1862100488,1861106042,,79157,79228,1862100488,GORJ,,,,"GRAD CU PROGRAM NORMAL SCORUSU, BORASCU",GRADINITA CU PROGRAM NORMAL SCORUSU BORASCU,SCORUŞU,,0,0,,
19146482,5261100772,,566729,105295,105302,5261100772,GIURGIU,43.9229868498617,25.8356372397646,,SCOALA GIMNAZIALA NR.1 STANESTI,SCOALA GENERALA NR 1 STANESTI,STĂNEŞTI,,ȘCOALA GIMNAZIALĂ NR. 1 STĂNEȘTI,100,,
4521680,2061101119,,986395,86687,86696,2061101119,HUNEDOARA,45.879511879911,22.9007936559228,6,GRĂDINIȚA CU PROGRAM PRELUNGIT NR 7 DEVA,GRADINITA CU PROGRAM PRELUNGIT NR 7 DEVA,DEVA,,GRĂDINIȚA CU PROGRAM PRELUNGIT NR 7,93,Aleea Patriei,
4494977,3161104421,,664789,139811,139820,3161104421,SĂLAJ,,,3C,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""PRICHINDEL"" JIBOU",GRADINITA CU PROGRAM PRELUNGIT PRICHINDEL JIBOU,JIBOU,,0,0,PARCULUI,
28974646,0261101243,,2057435,9262,9271,0261101243,ARAD,46.1810814,21.3268649,3-19,"LICEUL TEOLOGIC BAPTIST ""ALEXA POPOVICI"" ARAD",LICEUL TEOLOGIC BAPTIST ALEXA POPOVICI ARAD,ARAD,3003901991,0,0,DR.IOAN SUCIU,
832128,2961103008,,832128,131407,131416,2961103008,PRAHOVA,45.0027495961327,26.4428987713352,116,"LICEUL TEHNOLOGIC ""TASE DUMITRESCU"", ORAȘUL MIZIL",LICEUL TEHNOLOGIC TASE DUMITRESCU ORASUL MIZIL,MIZIL,,"LICEUL TEHNOLOGIC ""TASE DUMITRESCU"" MIZIL",92,MIHAI BRAVU,
,2062101318,2061100398,,86990,87004,2062101318,HUNEDOARA,,,30 A,GRĂDINIŢA CU PROGRAM NORMAL NR. 2 PETROŞANI,GRADINITA CU PROGRAM NORMAL NR 2 PETROSANI,PETROŞANI,,0,0,AVIATORILOR,
4350793,3961100102,,759601,175019,175028,3961100102,VRANCEA,45.7611008946461,27.0680191449097,40,"LICEUL TEORETIC ""DUILIU ZAMFIRESCU"" ODOBESTI",LICEUL TEORETIC DUILIU ZAMFIRESCU ODOBESTI,ODOBEŞTI,,"LICEUL TEORETIC   ""DUILIU ZAMFIRESCU""   ODOBESTI",100,Libertatii,
,2862102655,2861104553,,127983,127992,2862102655,OLT,,,,GRADINITA CU PROGRAM NORMAL VLADULENI,GRADINITA CU PROGRAM NORMAL VLADULENI,VLĂDULENI,,0,0,,
,2762101303,2761102625,,121607,121625,2762101303,NEAMŢ,,,154,"ȘCOALA GIMNAZIALĂ BODEŞTII DE JOS, COMUNA BODEȘTI",SCOALA GENERALA BODESTII DE JOS COMUNA BODESTI,BODEŞTII DE JOS,,0,0,BODEŞTII DE JOS,
,0862102583,0861101184,,40438,40447,0862102583,BRAŞOV,,,49,Grădinița cu Program Normal Nr. 5SG Săcele,GRADINITA CU PROGRAM NORMAL NR 5SG SACELE,SĂCELE,,0,0,BARAJULUI,
,3162102948,3161100901,,141376,141410,3162102948,SĂLAJ,,,465,GRĂDINIȚA CU PROGRAM NORMAL DIOȘOD,GRADINITA CU PROGRAM NORMAL DIOSOD,DIOŞOD,,0,0,Principală,
,3862104442,3861101023,,167641,167678,3862104442,VÂLCEA,,,,GRADINITA CU PROGRAM NORMAL,GRADINITA CU PROGRAM NORMAL,PRAJILA,,0,0,,
,0262101406,0261101347,,12912,9510,0262101406,ARAD,,,,GRADINITA PP DOROBANTI,GRADINITA CU PROGRAMRAM PRELUNGIT DOROBANTI,DOROBANŢI,,0,0,,
32211529,2061100647,,200526559,87291,87308,2061100647,HUNEDOARA,46.1223289,22.7908557,21,"ȘCOALA GIMNAZIALĂ ""MIRCEA SÂNTIMBREANU"" BRAD",SCOALA GENERALA MIRCEA SANTIMBREANU BRAD,BRAD,2596049931,0,0,LIBERTATII,
,3062101044,3061101876,,138921,138967,3062101044,SATU MARE,47.4658913971675,22.8363229434951,73,"ȘCOALA GIMNAZIALĂ ""MOISE SORA NOVAC"" HUREZU MARE",SCOALA GENERALA MOISE SORA NOVAC HUREZU MARE,HUREZU MARE,,"ȘCOALA GIMNAZIALĂ ""MOISE SORA NOVAC"" HUREZU MARE",100,PRINCIPALA,
,1462103289,1461100526,461187,64318,64336,1462103289,COVASNA,45.9274273856759,26.2036553981541,7,Școala Primară Harale,SCOALA PRIMARA HARALE,HARALE,,ȘCOALA PRIMARĂ HARALE,100,Principală,
395857,0861100468,,395857,40394,40401,0861100468,BRAŞOV,,,127,Școala Gimnazială Rupea,SCOALA GENERALA RUPEA,RUPEA,,0,0,REPUBLICII,
4318091,0321100098,,30326284,13169,13178,0321100098,ARGEŞ,,,04.iun,INSPECTORATUL ȘCOLAR JUDEȚEAN ARGEȘ,INSPECTORATUL SCOLAR JUDETEAN ARGES,PITEŞTI,,0,0,EROILOR,
,0862103186,0861100726,,40278,40287,0862103186,BRAŞOV,,,,Școala Gimnazială Nr. 1 Făgăraș,SCOALA GENERALA NR 1 FAGARAS,FĂGĂRAŞ,,0,0,,
,5162101431,5161103451,,92569,92578,5162101431,CĂLĂRAŞI,,,,GRADINITA CU PROGRAM NORMAL NR.12 CALARASI,GRADINITA CU PROGRAM NORMAL NR 12 CALARASI,CĂLĂRAŞI,,0,0,,
21460630,4061206085,,403449389,179132,179178,4061206085,MUNICIPIUL BUCUREŞTI,44.3933721,26.100759,125,"Grădiniţa ""Eurokid""",GRADINITA EUROKID,BUCUREŞTI SECTORUL 4,2614719398,0,0,Alunişului,
,1462103262,1461100535,989103,63937,63973,1462103262,COVASNA,45.8548594525069,26.0193131931745,1,Școala Primară Nr. 2 Leț,SCOALA PRIMARA NR 2 LET,LEŢ,,ȘCOALA PRIMARĂ LEȚ,88,Principală,
,3362105202,3361103426,,151095,151102,3362105202,SUCEAVA,,,,"GRADINITA CU PROGRAM NORMAL ""LUMEA COPIILOR"" VICOVU DE SUS",GRADINITA CU PROGRAM NORMAL LUMEA COPIILOR VICOVU DE SUS,VICOVU DE SUS,,0,0,,
,3462103144,3461100774,,153605,153614,3462103144,TELEORMAN,,,6,GRĂDINIȚA CU PROGRAM NORMAL PLOSCA,GRADINITA CU PROGRAM NORMAL PLOSCA,PLOSCA,,0,0,STADIONULUI,
14385101,2461100451,,583375,108348,108357,2461100451,MARAMUREŞ,,,1318,SCOALA GIMNAZIALA NR. 1 MOISEI,SCOALA GENERALA NR 1 MOISEI,MOISEI,,0,0,DN 18,
,5162101865,5161100855,,101458,101500,5162101865,CĂLĂRAŞI,44.2312037569426,26.4188023872681,,SCOALA PRIMARA NR. 1 GRUIU,SCOALA PRIMARA NR 1 GRUIU,GRUIU,,SCOALA PRIMARA NR.1 GRUIU,100,,
,2862102768,2861101265,,130366,127929,2862102768,OLT,44.5473848201406,24.7119253476348,,SCOALA PRIMARA BRANISTE,SCOALA PRIMARA BRANISTE,VITĂNEŞTI,,ȘCOALA PRIMARĂ BRANIȘTE,100,,
,3962104974,3961100337,,178117,178162,3962104974,VRANCEA,,,1,GRADINITA CU PROGRAM NORMAL LEPSA,GRADINITA CU PROGRAM NORMAL LEPSA,LEPŞA,,0,0,Principala,
,3762103741,3761104439,,163057,163100,3762103741,VASLUI,46.3177539067667,27.4882190779869,,"ȘCOALA GIMNAZIALĂ, SAT MIRENI",SCOALA GENERALA SAT MIRENI,MIRENI,,SCOALA GIMNAZIALA SAT MIRENI,100,,
370737172,3761100114,,370737172,165274,165283,3761100114,VASLUI,,,,"ȘCOALA GIMNAZIALĂ NR. 1, SAT PERIENI",SCOALA GENERALA NR 1 SAT PERIENI,PERIENI,,0,0,,
28452375,5161203648,,3747586,92569,92578,5161203648,CĂLĂRAŞI,,,84,"GRADINITA ""CIUFULICI"" CALARASI",GRADINITA CIUFULICI CALARASI,CĂLĂRAŞI,,0,0,VIITOR,
,0162101932,0161102811,,1794,1810,0162101932,ALBA,46.3726738563743,23.8365958447991,77,SCOALA PRIMARA UIOARA DE JOS,SCOALA PRIMARA UIOARA DE JOS,UIOARA DE JOS,,ȘCOALA PRIMARĂ UIOARA DE JOS,100,ANDREI MUREŞANU,
,3962100215,3961100563,,177986,178028,3962100215,VRANCEA,,,45,GRADINITA CU PROGRAM NORMAL MARTINESTI,GRADINITA CU PROGRAM NORMAL MARTINESTI,MĂRTINEŞTI,,0,0,Ulita,
,1362104111,1361100505,,60847,60874,1362104111,CONSTANŢA,44.196059593825,28.3159502289242,33,ŞCOALA PRIMARĂ ’IULIU PRODAN’ VALEA DACILOR,SCOALA PRIMARA IULIU PRODAN VALEA DACILOR,VALEA DACILOR,,"ȘCOALA “IULIU PRODAN""",63,DRUM JUDEŢEAN,
,0562100604,0561101736,359633,26564,26573,0562100604,BIHOR,47.05763955,21.9167883698919,43,GRĂDINIȚA CU PROGRAM PRELUNGIT NR.31 ORADEA,GRADINITA CU PROGRAM PRELUNGIT NR 31 ORADEA,ORADEA,272752548,0,0,Decebal,
26702700,0861101867,,1144425,40198,40205,0861101867,BRAŞOV,,,,Grădinița cu Program Prelungit Nr. 9 Brașov,GRADINITA CU PROGRAM PRELUNGIT NR 9 BRASOV,BRAŞOV,,0,0,,
,1262104153,1261102513,120443903,54975,54984,1262104153,CLUJ,,,20-22,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""DEGEȚICA"" - STRUCTURA 1 CLUJ-NAPOCA",GRADINITA CU PROGRAM PRELUNGIT DEGETICA STRUCTURA 1 CLUJ NAPOCA,CLUJ-NAPOCA,,0,0,Venus,
,1862103618,1861105579,,79497,79530,1862103618,GORJ,,,,"GRADINITA CU PROGRAM NORMAL BULBUCENI, CAPRENI",GRADINITA CU PROGRAM NORMAL BULBUCENI CAPRENI,BULBUCENI,,0,0,,
29161935,3561101213,,714156,159455,158760,3561101213,TIMIŞ,,,1B,SCOALA GIMNAZIALA COM.SARAVALE,SCOALA GENERALA COM SARAVALE,SARAVALE,,0,0,,
29144772,3561101742,,714091,158699,158706,3561101742,TIMIŞ,45.7096410433207,21.0893755695246,85,SCOALA GIMNAZIALA COM.SANMIHAIU ROMAN,SCOALA GENERALA COM SANMIHAIU ROMAN,SÂNMIHAIU ROMÂN,,ȘCOALA GIMNAZIALA SÎNMIHAIU ROMÂN,91,,
,1062103372,1061104206,,48227,48245,1062103372,BUZĂU,,,,ŞCOALA PRIMARĂ SAT BEGU COMUNA PĂNĂTĂU,SCOALA PRIMARA SAT BEGU COMUNA PANATAU,BEGU,,0,0,,
,1962101474,1961104753,521248,86366,86428,1962101474,HARGHITA,46.4456326552393,25.3902466266765,100,"ȘCOALA GIMNAZIALĂ ""JÓKAI MÓR"" SUB CETATE",SCOALA GENERALA JÓKAI MÓR SUB CETATE,SUB CETATE,,"ȘCOALA GIMNAZIALĂ ""JÓKAI MÓR"" SUB CETATE",100,PRINCIPALĂ,
,2962106825,2961100294,642901,135226,135235,2962106825,PRAHOVA,,,19,"GRĂDINIȚA CU PROGRAM NORMAL, COMUNA SECĂRIA",GRADINITA CU PROGRAM NORMAL COMUNA SECARIA,SECĂRIA,,0,0,PRINCIPALA,
,0162104718,0161102232,,5103,5158,0162104718,ALBA,,,,GRADINITA CU PROGRAM NORMAL VESEUS,GRADINITA CU PROGRAM NORMAL VESEUS,VESEUŞ,,0,0,,
28172685,2761200137,,28172685,120726,120735,2761200137,NEAMŢ,,,1,"ASOCIATIA ""CENTRUL DE STUDII EUROPEAN"", MUNICIPIUL PIATRA-NEAMȚ",ASOCIATIA CENTRUL DE STUDII EUROPEAN MUNICIPIUL PIATRA NEAMT,PIATRA-NEAMŢ,,0,0,22.dec,
,0462105185,0461104641,,23289,23332,0462105185,BACĂU,,,,GRADINITA CU PROGRAM NORMAL PRAJOAIA,GRADINITA CU PROGRAM NORMAL PRAJOAIA,PRAJOAIA,,0,0,,
32579939,4061102133,,964816,179132,179169,4061102133,MUNICIPIUL BUCUREŞTI,,,34,"Școala Gimnazială ""Mexic""",SCOALA GENERALA MEXIC,BUCUREŞTI SECTORUL 3,,0,0,01.dec.18,
,2262103724,2261104978,550287,97777,97786,2262103724,IAŞI,,,,"ȘCOALA PRIMARĂ NR. 2, MĂDÎRJAC",SCOALA PRIMARA NR 2 MADIRJAC,MĂDÂRJAC,,0,0,,
,3562102277,3561102137,,158181,158207,3562102277,TIMIŞ,,,,GRADINITA CU PROGRAM NORMAL BENCECU DE JOS COM.PISCHIA,GRADINITA CU PROGRAM NORMAL BENCECU DE JOS COM PISCHIA,BENCECU DE JOS,,0,0,,
,1662102864,1661105279,,74750,74812,1662102864,DOLJ,,,,GRADINITA CU PROGRAM NORMAL DRAGOAIA,GRADINITA CU PROGRAM NORMAL DRAGOAIA,DRĂGOAIA,,0,0,,
15001551,1661105799,,480389,72953,72962,1661105799,DOLJ,,,,"SCOALA GIMNAZIALA ""PETRE MANARCESCU"" LIPOVU",SCOALA GENERALA PETRE MANARCESCU LIPOVU,LIPOVU,,0,0,PRINCIPAL,
2845230,2961102997,,636225,130892,130927,2961102997,PRAHOVA,44.8784277842506,25.9205948822625,98,"ȘCOALA GIMNAZIALĂ, COMUNA TÎRGȘORU VECHI",SCOALA GENERALA COMUNA TIRGSORU VECHI,TÂRGŞORU VECHI,,ȘCOALA GIMNAZIALĂ TIRGȘORU VECHI,90,PRINCIPALĂ,
,2862103588,2861100608,,127536,127545,2862103588,OLT,,,,GRADINITA CU PROGRAM NORMAL MIHAESTI,GRADINITA CU PROGRAM NORMAL MIHAESTI,MIHĂEŞTI,,0,0,,
29068055,2061100466,,528337,89348,89357,2061100466,HUNEDOARA,45.5788405684495,22.8034023103488,32,ȘCOALA GIMNAZIALĂ DENSUȘ,SCOALA GENERALA DENSUS,DENSUŞ,,SCOALA GIMNAZIALA DENSUS,100,Principala,
,3562103052,3561101787,,155911,155920,3562103052,TIMIŞ,45.8860127025263,20.9604444246899,,GRADINITA CU PROGRAM PRELUNGIT COM.BILED,GRADINITA CU PROGRAM PRELUNGIT COM BILED,BILED,,GRADINITA PP BILED,91,,
,3862103043,3861101068,,171931,171940,3862103043,VÂLCEA,,,,SCOALA PRIMARA OTESANI,SCOALA PRIMARA OTESANI,OTEŞANI,,0,0,,
,1662102733,1661101922,,74931,73834,1662102733,DOLJ,,,,GRADINITA CU PROGRAM NORMAL PLESOI,GRADINITA CU PROGRAM NORMAL PLESOI,PLEŞOI,,0,0,,
,1862103211,1861106155,,81415,81479,1862103211,GORJ,,,,"SCOALA PRIMARA NEGOIESTI, PRIGORIA",SCOALA PRIMARA NEGOIESTI PRIGORIA,NEGOIEŞTI,,0,0,,
,0262103141,0261101071,,9262,9271,0262103141,ARAD,46.1969299024568,21.320025524063,,GRADINITA PN NR 29 ARAD,GRADINITA CU PROGRAMRAM NORMAL NR 29 ARAD,ARAD,,GRĂDINIȚA CU PROGRAM SĂPTĂMÂNAL NR. 2 ARAD,85,,
,3562104008,3561106498,,156801,156829,3562104008,TIMIŞ,45.8461832152869,22.2051771479197,,SCOALA PRIMARA BATESTI ORAS FAGET,SCOALA PRIMARA BATESTI ORAS FAGET,BĂTEŞTI,,"ȘCOALA PRIMARĂ BĂTEȘTI,",80,,
4468935,2061100398,,523882,86990,87004,2061100398,HUNEDOARA,45.41184745,23.3728623765858,3,GRADINIȚA CU PROGRAM PRELUNGIT NR 3 PETROȘANI,GRADINITA CU PROGRAM PRELUNGIT NR 3 PETROSANI,PETROŞANI,214369940,0,0,CARPATI,
,3052102275,3071101863,,136642,136651,3052102275,SATU MARE,,,28,CLUBUL ELEVILOR TĂȘNAD,CLUBUL ELEVILOR TASNAD,TĂŞNAD,,0,0,LACRIMIOARELOR,
,2562100246,2561102212,5793303,112995,113091,2562100246,MEHEDINŢI,,,,GRĂDINIȚA CU PROGRAM NORMAL GHEORGHEȘTI,GRADINITA CU PROGRAM NORMAL GHEORGHESTI,GHEORGHEŞTI,,0,0,PRINCIPALĂ,
,1062103526,1061104165,,48325,48334,1062103526,BUZĂU,,,,GRĂDINIŢA CU PROGRAM NORMAL ORAŞ PĂTÂRLAGELE,GRADINITA CU PROGRAM NORMAL ORAS PATARLAGELE,PĂTÂRLAGELE,,0,0,"STR. M. EMINESCU, NR.9",
17152798,2261102596,,549020,96940,96959,2261102596,IAŞI,47.1749559648889,27.3418396132017,,"LICEUL TEHNOLOGIC, DUMESTI",LICEUL TEHNOLOGIC DUMESTI,DUMEŞTI,,LICEUL TEHNOLOGIC DUMESTI,100,,
,1662104097,1661105677,,73567,73585,1662104097,DOLJ,,,,GRADINITA CU PROGRAM NORMAL LISTEAVA-GRINDENI,GRADINITA CU PROGRAM NORMAL LISTEAVA GRINDENI,LIŞTEAVA,,0,0,,
,3862101602,3861100836,,173597,173604,3862101602,VÂLCEA,,,,GRADINITA CU PROGRAM NORMAL,GRADINITA CU PROGRAM NORMAL,SUTEŞTI,,0,0,,
,5162101716,5161100638,,102838,102847,5162101716,CĂLĂRAŞI,,,,GRADINITA PROGRAM NORMAL NR.1 FRASINET,GRADINITA CU PROGRAMRAM NORMAL NR 1 FRASINET,FRĂSINET,,0,0,,
17441273,3061102366,,300653962,138431,138440,3061102366,SATU MARE,,,89,ȘCOALA GIMNAZIALĂ PAULEȘTI,SCOALA GENERALA PAULESTI,PĂULEŞTI,,0,0,PRINCIPALA,
18028535,1261103306,,120438178,56666,56675,1261103306,CLUJ,,,64,"ȘCOALA GIMNAZIALĂ CĂȘEIU, COM. CĂȘEIU",SCOALA GENERALA CASEIU COM CASEIU,CĂŞEIU,,0,0,,
24928000 ,1761204799,,,75098,75105,1761204799,GALAŢI,,,231,"SCOALA POSTLICEALA ""COMAN"", LOCALITATEA GALATI",SCOALA POSTLICEALA COMAN LOCALITATEA GALATI,GALAŢI,,0,0,Domneasca,
