COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,osm,str,wikidata
,1062100247,1061104441,,47453,47541,1062100247,BUZĂU,,,,ŞCOALA PRIMARĂ SAT OGRĂZILE COMUNA MEREI,SCOALA PRIMARA SAT OGRAZILE COMUNA MEREI,OGRĂZILE,,,
305125,0161103301,,305125,3841,3850,0161103301,ALBA,,,26,SCOALA GIMNAZIALA CERU BACAINTI,SCOALA GIMNAZIALA CERU BACAINTI,CERU-BĂCĂINŢI,,PRINCIPALA,
,3962101849,3961100708,,175732,175741,3962101849,VRANCEA,,,12,GRADINITA CU PROGRAM NORMAL CIRLIGELE,GRADINITA CU PROGRAM NORMAL CIRLIGELE,CÂRLIGELE,,Institutiilor,
,3962101392,3961100789,,176445,176481,3962101392,VRANCEA,,,1,SCOALA GIMNAZIALA LESPEZI,SCOALA GIMNAZIALA LESPEZI,LESPEZI,,Principala,
,1162101676,1161103592,425171,53425,53452,1162101676,CARAŞ-SEVERIN,,,108,ŞCOALA GIMNAZIALĂ DELINEŞTI,SCOALA GIMNAZIALA DELINESTI,DELINEŞTI,,PRINCIPALĂ,
28156663,1061106452,,415231,50102,50139,1061106452,BUZĂU,,,,ŞCOALA GIMNAZIALĂ SAT CÂNDEŞTI COMUNA VERNEŞTI,SCOALA GIMNAZIALA SAT CANDESTI COMUNA VERNESTI,CÂNDEŞTI,,,
,1662101741,1661101967,,72276,72310,1662101741,DOLJ,,,,GRADINITA CU PROGRAM NORMAL GOLUMBU,GRADINITA CU PROGRAM NORMAL GOLUMBU,GOLUMBU,,,
,1652103679,1671104645,,70414,70423,1652103679,DOLJ,,,,CLUBUL COPIILOR FILIASI,CLUBUL COPIILOR FILIASI,FILIAŞI,,,
,0562100599,0561101383,502606,31011,31048,0562100599,BIHOR,,,282,ȘCOALA PRIMARĂ NR. 2 SÂNTIMREU,SCOALA PRIMARA NR 2 SANTIMREU,SÂNTIMREU,,sat Sântimreu,
,3362101668,3361108146,,148328,148364,3362101668,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL NR. 2 DRAGOIESTI,GRADINITA CU PROGRAM NORMAL NR 2 DRAGOIESTI,DRĂGOIEŞTI,,,
,2962103338,2961102685,637217,132164,132182,2962103338,PRAHOVA,,,6,"ȘCOALA GIMNAZIALĂ, SAT CIREȘANU, COMUNA BABA ANA",SCOALA GIMNAZIALA SAT CIRESANU COMUNA BABA ANA,CIREŞANU,,PRINCIPALĂ,
28938309,0761100094,,388232,36499,36505,0761100094,BOTOŞANI,,,,SCOALA GIMNAZIALA NR 1 CĂLĂRAŞI,SCOALA GIMNAZIALA NR 1 CALARASI,CĂLĂRAŞI,,CALARASI,
,0762102883,0761105235,39177202,39328,39337,0762102883,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR. 1 TRUSESTI,GRADINITA CU PROGRAM NORMAL NR 1 TRUSESTI,TRUŞEŞTI,,,
,1362103336,1361105139,,61675,61700,1362103336,CONSTANŢA,,,,ŞCOALA GIMNAZIALĂ NR. 1 PIETRENI,SCOALA GIMNAZIALA NR 1 PIETRENI,PIETRENI,,,
29151125,2461101009,,585232,109265,109292,2461101009,MARAMUREŞ,,,196,SCOALA GIMNAZIALA CHELINTA,SCOALA GIMNAZIALA CHELINTA,CHELINŢA,,CHELINŢA,
,0462100117,0461104998,,22718,22736,0462100117,BACĂU,,,,GRADINITA CU PROGRAM NORMAL BOLOVANIS,GRADINITA CU PROGRAM NORMAL BOLOVANIS,BOLOVĂNIŞ,,,
,2262103932,2261106433,550213,97722,97759,2262103932,IAŞI,,,,"ȘCOALA GIMNAZIALĂ, GOEŞTI",SCOALA GIMNAZIALA GOESTI,GOEŞTI,,,
,3762101445,3761107564,,165185,165265,3762101445,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT VĂLENI",GRADINITA CU PROGRAM NORMAL SAT VALENI,VĂLENI,,,
,1262101982,1261100054,,55446,55455,1262101982,CLUJ,46.8720756,23.0328659,10,"GRĂDINIȚA CU PROGRAM NORMAL ""PRICHINDEII VESELI"" - STRUCTURA 1 HUEDIN",GRADINITA CU PROGRAM NORMAL PRICHINDEII VESELI  STRUCTURA 1 HUEDIN,HUEDIN,4566860590,Ecaterina Varga,
,0962101187,0961102378,406852,43787,43803,0962101187,BRĂILA,,,23,GRĂDINIŢA CU PROGRAM NORMAL OANCEA,GRADINITA CU PROGRAM NORMAL OANCEA,OANCEA,,Scolilor,
,0462105479,0461107377,,22941,23010,0462105479,BACĂU,,,,GRADINITA CU PROGRAM NORMAL RECEA,GRADINITA CU PROGRAM NORMAL RECEA,RECEA,,,
5050549,0361103506,,831834,13622,13631,0361103506,ARGEŞ,45.15556975,24.6763235069798,15,"LICEUL TEHNOLOGIC ""CONSTANTIN DOBRESCU"" CURTEA DE ARGEȘ",LICEUL TEHNOLOGIC CONSTANTIN DOBRESCU CURTEA DE ARGES,CURTEA DE ARGEŞ,167051377,BASARABILOR,
22122602,0661100697,,62071182,32394,32401,0661100697,BISTRIŢA-NĂSĂUD,,,41,LICEUL TEHNOLOGIC DE SERVICII BISTRIȚA,LICEUL TEHNOLOGIC DE SERVICII BISTRITA,BISTRIŢA,,Republicii,
,1362102326,1361100455,,63072,63081,1362102326,CONSTANŢA,,,32A,GRĂDINIŢA CU PROGRAM NORMAL TOPRAISAR,GRADINITA CU PROGRAM NORMAL TOPRAISAR,TOPRAISAR,,NAŢIONALĂ,
,0462102987,0461104935,,26118,26190,0462102987,BACĂU,,,,SCOALA PRIMARA MEDELENI,SCOALA PRIMARA MEDELENI,MEDELENI,,,
,1162103104,1161103954,,50889,50898,1162103104,CARAŞ-SEVERIN,,,61,GRĂDINIŢA CU PROGRAM NORMAL NR.5 STEIERDORF,GRADINITA CU PROGRAM NORMAL NR 5 STEIERDORF,ANINA,,VICTORIEI,
26445223,1361200747,,133875315,60419,60428,1361200747,CONSTANŢA,,,22,ŞCOALA PRIMARĂ ’COLIBRI’ CONSTANŢA,SCOALA PRIMARA COLIBRI CONSTANTA,CONSTANŢA,,DOCHERILOR,
,3362100391,3361103548,,151344,151399,3362100391,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL SERBANESTI,GRADINITA CU PROGRAM NORMAL SERBANESTI,ŞERBĂNEŞTI,,,
32580712,4061100045,,767701,179132,179169,4061100045,MUNICIPIUL BUCUREŞTI,,,135,Şcoala Gimnazială nr. 84,SCOALA GIMNAZIALA NR 84,BUCUREŞTI SECTORUL 3,,Vitan,
,1662100835,1661104735,,70174,70192,1662100835,DOLJ,,,,SCOALA PRIMARA ALBESTI,SCOALA PRIMARA ALBESTI,ALBEŞTI,,,
,0562107475,0561100088,501846,28816,28834,0562107475,BIHOR,,,170,GRĂDINIȚA CU PROGRAM NORMAL NR. 5 BUCUROAIA,GRADINITA CU PROGRAM NORMAL NR 5 BUCUROAIA,BUCUROAIA,,sat Bucuroaia,
,3762103361,3761104403,,163486,163501,3762103361,VASLUI,,,,"ȘCOALA PRIMARĂ, SAT BĂBUȚA",SCOALA PRIMARA SAT BABUTA,BĂBUŢA,,,
,2762103481,2761102236,,122668,122686,2762103481,NEAMŢ,,,22,"ȘCOALA PRIMARĂ GHERĂEŞTII NOI, COMUNA GHERĂEȘTI",SCOALA PRIMARA GHERAESTII NOI COMUNA GHERAESTI,GHERĂEŞTII NOI,,ROMANULUI,
22811828,3961105437,,758334,176793,176800,3961105437,VRANCEA,,,1,SCOALA GIMNAZIALA NR.1 MOVILITA,SCOALA GIMNAZIALA NR 1 MOVILITA,MOVILIŢA,,Principala,
4666320,1861105923,,510079,82314,82323,1861105923,GORJ,,,,LICEUL TEHNOLOGIC STOINA,LICEUL TEHNOLOGIC STOINA,STOINA,,,
4233998,1061106633,,1180962,44818,44827,1061106633,BUZĂU,,,6,"LICEUL TEHNOLOGIC ""DIMITRIE FILIPESCU"" MUNICIPIUL BUZĂU",LICEUL TEHNOLOGIC DIMITRIE FILIPESCU MUNICIPIUL BUZAU,BUZĂU,,DIMITRIE FILIPESCU,
,3362106492,3361104196,,146931,146986,3362106492,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL MILISAUTI,GRADINITA CU PROGRAM NORMAL MILISAUTI,MILIŞĂUŢI,,,
,3362101917,3361103322,,147054,147063,3362101917,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL NR. 1 BOGDANESTI,GRADINITA CU PROGRAM NORMAL NR 1 BOGDANESTI,BOGDĂNEŞTI,,,
,3362107344,3361103806,,149780,149799,3362107344,SUCEAVA,,,,SCOALA PRIMARA RODINA,SCOALA PRIMARA RODINA,PÂRTEŞTII DE JOS,,,
,0162104528,0161102811,301844,1794,1801,0162104528,ALBA,,,17,GRADINITA CU PROGRAM PRELUNGIT NR. 6 OCNA MURES,GRADINITA CU PROGRAM PRELUNGIT NR 6 OCNA MURES,OCNA MUREŞ,,BRAZILOR,
,2062101173,2061100638,,87077,87086,2062101173,HUNEDOARA,,,41/24,GRĂDINIŢA CU PROGRAM NORMAL NR 1 PETRILA,GRADINITA CU PROGRAM NORMAL NR 1 PETRILA,PETRILA,,Cartier 8 Martie,
,1662101402,1661101881,,71457,71475,1662101402,DOLJ,,,,SCOALA GIMNAZIALA BELCINU,SCOALA GIMNAZIALA BELCINU,BELCINU,,,
,1262101607,1261102273,120439562,58204,58222,1262101607,CLUJ,,,,"ȘCOALA PRIMARĂ NADĂȘU, COM. IZVORU CRIȘULUI",SCOALA PRIMARA NADASU COM IZVORU CRISULUI,NADĂŞU,,,
10966616,0261204936,,,9262,9271,0261204936,ARAD,,,01.mar,"SCOALA PROFESIONALA ""ASTRA"" ARAD",SCOALA PROFESIONALA ASTRA ARAD,ARAD,,PETRU RARES,
,2062101874,2061100923,,87139,87157,2062101874,HUNEDOARA,,,6,ȘCOALA PRIMARĂ CÂMPU LUI NEAG,SCOALA PRIMARA CAMPU LUI NEAG,CÂMPU LUI NEAG,,,
,2262102402,2261106487,1277806,95159,95186,2262102402,IAŞI,,,,"GRĂDINIȚA CU PROGRAM PRELUNGIT, DANCU",GRADINITA CU PROGRAM PRELUNGIT DANCU,DANCU,,,
,1962100256,1961104459,,84656,84736,1962100256,HARGHITA,,,172,ȘCOALA PRIMARĂ VALEA ÎNTUNECOASĂ,SCOALA PRIMARA VALEA INTUNECOASA,VALEA ÎNTUNECOASĂ,,VALEA ÎNTUNECOASĂ,
,2962103727,2961102925,642482,134096,134103,2962103727,PRAHOVA,,,7,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1, COMUNA MĂNECIU",GRADINITA CU PROGRAM NORMAL NR 1 COMUNA MANECIU,MĂNECIU-UNGURENI,,PRINCIPALĂ,
4426786,0661103818,,371538,32394,32401,0661103818,BISTRIŢA-NĂSĂUD,,,9,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""CĂSUȚA CU POVEȘTI"" BISTRIȚA",GRADINITA CU PROGRAM PRELUNGIT CASUTA CU POVESTI BISTRITA,BISTRIŢA,,Zimbrului,
,1062105998,1061104798,1157068,44818,44827,1062105998,BUZĂU,,,,GRĂDINIŢA CU PROGRAM NORMAL NR.15 MUNICIPIUL BUZĂU,GRADINITA CU PROGRAM NORMAL NR 15 MUNICIPIUL BUZAU,BUZĂU,,,
4659439,4061100909,,766630,179132,179150,4061100909,MUNICIPIUL BUCUREŞTI,44.43826165,26.1787601681821,12,Grădiniţa nr. 189,GRADINITA NR 189,BUCUREŞTI SECTORUL 2,239979183,Vergului,
,3162101703,3161104403,,141946,141991,3162101703,SĂLAJ,,,248,ȘCOALA PRIMARĂ ȘUMAL,SCOALA PRIMARA SUMAL,ŞUMAL,,Principală,
9644404,0561209005,,,30915,30924,0561209005,BIHOR,,,57,"Fundaţia Cultural Umanitară ""Henri Coandă"" Oradea.Şcoala Postliceală ""Henri Coandă"" Săcueni",FUNDATIA CULTURAL UMANITARA HENRI COANDA ORADEA SCOALA POSTLICEALA HENRI COANDA SACUENI,SĂCUENI,,dunării,
14152998,2261105821,,550926,98220,98239,2261105821,IAŞI,,,,"ȘCOALA GIMNAZIALĂ, MOȚCA",SCOALA GIMNAZIALA MOTCA,MOŢCA,,,
,0662100331,0661103628,376708,35429,35465,0662100331,BISTRIŢA-NĂSĂUD,,,200,ȘCOALA GIMNAZIALĂ POIENILE ZAGREI,SCOALA GIMNAZIALA POIENILE ZAGREI,POIENILE ZAGREI,,Principală,
28829964,2461101262,,583739,108491,108507,2461101262,MARAMUREŞ,,,57,SCOALA GIMNAZIALA REMETEA CHIOARULUI,SCOALA GIMNAZIALA REMETEA CHIOARULUI,REMETEA CHIOARULUI,,PRINCIPALA,
,0362102351,0361103596,,18778,18803,0362102351,ARGEŞ,,,,ŞCOALA GIMNAZIALĂ LIVEZENI,SCOALA GIMNAZIALA LIVEZENI,LIVEZENI,,,
,0262102384,0261100907,,9690,9707,0262102384,ARAD,,,,GRADINITA PP SEBIS,GRADINITA PP SEBIS,SEBIŞ,,,
,1052101546,1071104826,,45101,45110,1052101546,BUZĂU,,,,CLUBUL COPIILOR COMUNA BERCA,CLUBUL COPIILOR COMUNA BERCA,BERCA,,PRINCIPALĂ,
,5262102028,5261100017,,101378,101403,5262102028,GIURGIU,,,NR.1,SCOALA PRIMARA NR.5 GOLEASCA,SCOALA PRIMARA NR 5 GOLEASCA,GOLEASCA,,STR.PRINCIPALA,
,0362102428,0361104403,,18554,18563,0362102428,ARGEŞ,,,,ŞCOALA PRIMARĂ NR.3,SCOALA PRIMARA NR 3,SĂLĂTRUCU,,,
,3462103266,3461101427,,153473,153491,3462103266,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 PERII BROȘTENI,GRADINITA CU PROGRAM NORMAL NR 2 PERII BROSTENI,PERII BROŞTENI,,,
,3562100705,3561101769,1217571,155243,155252,3562100705,TIMIŞ,,,45 B,GRADINITA CU PROGRAM SAPTAMANAL MUN.TIMISOARA,GRADINITA CU PROGRAM SAPTAMANAL MUN TIMISOARA,TIMIŞOARA,,ODOBESCU,
11385280,4061205057,,407200879,179132,179141,4061205057,MUNICIPIUL BUCUREŞTI,,,01.mar,LICEUL FEG BUCURESTI,LICEUL FEG BUCURESTI,BUCUREŞTI SECTORUL 1,,WALTER MARACINEANU,
,0362101992,0361104439,,13524,13588,0362101992,ARGEŞ,,,,ŞCOALA GIMNAZIALĂ NĂMĂIEŞTI,SCOALA GIMNAZIALA NAMAIESTI,NĂMĂEŞTI,,,
,1562103758,1561101227,,67675,67700,1562103758,DÂMBOVIŢA,,,1,ȘCOALA PRIMARĂ BUTOIU DE SUS HULUBEȘTI,SCOALA PRIMARA BUTOIU DE SUS HULUBESTI,BUTOIU DE SUS,,PRINCIPALĂ,
,0362101332,0361104014,,13622,13631,0362101332,ARGEŞ,,,5,ȘCOALA PRIMARĂ NOAPTEȘ,SCOALA PRIMARA NOAPTES,CURTEA DE ARGEŞ,,LINIEI,
13646675,1461100666,,461058,64194,64201,1461100666,COVASNA,,,455,"Școala Gimnazială ""Végh Antal"" Cernat",SCOALA GIMNAZIALA VÉGH ANTAL CERNAT,CERNAT,,,
,1562103202,1561101082,,67256,67274,1562103202,DÂMBOVIŢA,,,22,ȘCOALA GIMNAZIALĂ MĂRGINENII DE SUS DĂRMĂNEȘTI,SCOALA GIMNAZIALA MARGINENII DE SUS DARMANESTI,MĂRGINENII DE SUS,,PRINCIPALĂ,
18006430,1261105014,,120438673,55838,55847,1261105014,CLUJ,,,566,"ȘCOALA GIMNAZIALĂ BACIU, COM. BACIU",SCOALA GIMNAZIALA BACIU COM BACIU,BACIU,,,
,2662103103,2661105304,,118575,118619,2662103103,MUREŞ,,,62,ȘCOALA PRIMARĂ LĂSCUD,SCOALA PRIMARA LASCUD,LĂSCUD,,PRINCIPALA,
,1262104094,1261103247,,54975,54984,1262104094,CLUJ,,,150,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""MICA SIRENĂ"" - STRUCTURA 1 CLUJ-NAPOCA",GRADINITA CU PROGRAM PRELUNGIT MICA SIRENA  STRUCTURA 1 CLUJ NAPOCA,CLUJ-NAPOCA,,Donath,
21960821,0461107748,,345101,21971,21980,0461107748,BACĂU,,,,SCOALA GIMNAZIALA CORBASCA,SCOALA GIMNAZIALA CORBASCA,CORBASCA,,,
,0862102113,0861101478,,42398,42414,0862102113,BRAŞOV,,,,Grădinița cu Program Normal Colonia 1 Mai,GRADINITA CU PROGRAM NORMAL COLONIA 1 MAI,COLONIA 1 MAI,,,
,0462105063,0461107196,,25362,25433,0462105063,BACĂU,,,,SCOALA PRIMARA GLODISOARELE,SCOALA PRIMARA GLODISOARELE,GLODIŞOARELE,,,
,3362106284,3361100278,,147072,147081,3362106284,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL NR. 1 BOROAIA,GRADINITA CU PROGRAM NORMAL NR 1 BOROAIA,BOROAIA,,,
26933518,2461101841,,580218,106559,106568,2461101841,MARAMUREŞ,,,2,GRADINITA CU PROGRAM PRELUNGIT NR. 9 SIGHETU MARMATIEI,GRADINITA CU PROGRAM PRELUNGIT NR 9 SIGHETU MARMATIEI,SIGHETU MARMAŢIEI,,str. Gheorghe Şincai,
5010013,0361104199,,326057,13490,13506,0361104199,ARGEŞ,,,66,"COLEGIUL NAȚIONAL ""DINICU GOLESCU"" CÂMPULUNG",COLEGIUL NATIONAL DINICU GOLESCU CAMPULUNG,CÂMPULUNG,,NEGRU VODĂ,
,0462100587,0461108093,,24089,24105,0462100587,BACĂU,,,,GRADINITA CU PROGRAM NORMAL BARNA,GRADINITA CU PROGRAM NORMAL BARNA,BARNA,,,
,1862103586,1861106164,,81095,81111,1862103586,GORJ,,,,"GRADINITA CU PROGRAM NORMAL APA NEAGRA, PADES",GRADINITA CU PROGRAM NORMAL APA NEAGRA PADES,APA NEAGRĂ,,,
,2562101292,2561102429,587955,111006,111024,2562101292,MEHEDINŢI,,,,GRĂDINIȚA CU PROGRAM NORMAL ARGINEȘTI,GRADINITA CU PROGRAM NORMAL ARGINESTI,ARGINEŞTI,,PRINCIPALA,
,2862101577,2861100092,,129040,129068,2862101577,OLT,,,,GRADINITA CU PROGRAM NORMAL BIRSESTII DE SUS,GRADINITA CU PROGRAM NORMAL BIRSESTII DE SUS,BÂRSEŞTII DE SUS,,,
4855001,0761105312,,1253381,39872,39881,0761105312,BOTOŞANI,,,,"LICEUL TEHNOLOGIC ""STEFAN CEL MARE SI SFANT"" VORONA",LICEUL TEHNOLOGIC STEFAN CEL MARE SI SFANT VORONA,VORONA,,,
,1962103598,1961103915,,86311,86320,1962103598,HARGHITA,,,6,"ȘCOALA GIMNAZIALĂ ""JÓZSEF ATTILA"" VĂRȘAG",SCOALA GIMNAZIALA JÓZSEF ATTILA VARSAG,VĂRŞAG,,FÂNTÂNA MARE,
,1362104251,1361105008,,63294,62164,1362104251,CONSTANŢA,,,235,ŞCOALA PRIMARĂ NR. 1 LANURILE,SCOALA PRIMARA NR 1 LANURILE,LANURILE,,LIBERTĂŢII,
,3962101415,3961100789,,176445,176472,3962101415,VRANCEA,,,1,SCOALA PRIMARA COSTISA,SCOALA PRIMARA COSTISA,COSTIŞA,,Principala,
,1162102017,1161104141,422533,54500,54519,1162102017,CARAŞ-SEVERIN,,,,GRĂDINIŢA CU PROGRAM NORMAL VĂRĂDIA,GRADINITA CU PROGRAM NORMAL VARADIA,VĂRĂDIA,,,
,3862102096,3861105072,,173855,173917,3862102096,VÂLCEA,,,,GRADINITA CU PROGRAM NORMAL,GRADINITA CU PROGRAM NORMAL,POPEŞTI,,,
29446681,1361105089,,131104695,60419,60428,1361105089,CONSTANŢA,44.2026238,28.6494564769471,68,GRĂDINIŢA CU PROGRAM PRELUNGIT NR.45 CONSTANŢA,GRADINITA CU PROGRAM PRELUNGIT NR 45 CONSTANTA,CONSTANŢA,107063248,UNIRII,
19102036,5261101194,,564745,103407,103416,5261101194,GIURGIU,,,,SCOALA GIMNAZIALA NR.1 GRADINARI,SCOALA GIMNAZIALA NR 1 GRADINARI,GRĂDINARI,,,
15982094,3671100627,,1105170,159614,159623,3671100627,TULCEA,,,4A,PALATUL COPIILOR TULCEA,PALATUL COPIILOR TULCEA,TULCEA,,Dobrogeanu Gherea,
,0262102651,0261101112,317790,9360,9388,0262102651,ARAD,,,252,SCOALA PRIMARA SINPAUL,SCOALA PRIMARA SINPAUL,SÂNPAUL,,,
,0562103028,0561108363,01190682,26877,26895,0562103028,BIHOR,,,233,GRĂDINIȚA CU PROGRAM NORMAL NR. 3 CHEȚ,GRADINITA CU PROGRAM NORMAL NR 3 CHET,CHEŢ,,sat Cheț,
,2362100629,2361101467,,102570,102589,2362100629,ILFOV,,,35,GRĂDINIȚA NR. 2 DOMNEŞTI,GRADINITA NR 2 DOMNESTI,DOMNEŞTI,,TRANSILVANIEI,
10687948,4061204445,,406322981,179132,179141,4061204445,MUNICIPIUL BUCUREŞTI,44.44570855,26.0843763103675,56,"LICEUL PARTICULAR ""ONICESCU-MIHOC""",LICEUL PARTICULAR ONICESCU MIHOC,BUCUREŞTI SECTORUL 1,180563616,Calea Griviţei,
31668671,4061204237,,407341001,179132,179141,4061204237,MUNICIPIUL BUCUREŞTI,,,69E,"Grădiniţa ""Mary Poppins""",GRADINITA MARY POPPINS,BUCUREŞTI SECTORUL 1,,Cotruş Aron,
,3362106587,3361107923,,149227,149272,3362106587,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL SILISTEA,GRADINITA CU PROGRAM NORMAL SILISTEA,SILIŞTEA,,,
,2962106585,2961100118,642585,134443,134452,2962106585,PRAHOVA,,,44,"GRĂDINIȚA CU PROGRAM NORMAL, COMUNA PODENII NOI",GRADINITA CU PROGRAM NORMAL COMUNA PODENII NOI,PODENII NOI,,PRINCIPALĂ,
28363421,2361100068,,400768846,179221,179230,2361100068,ILFOV,,,41,GRĂDINIȚA NR. 1 BRAGADIRU,GRADINITA NR 1 BRAGADIRU,BRAGADIRU,,GRIVITEI,
,3962103575,3961100613,,178965,177129,3962103575,VRANCEA,,,1,GRADINITA CU PROGRAM NORMAL CARSOCHESTI,GRADINITA CU PROGRAM NORMAL CARSOCHESTI,CARŞOCHEŞTI-CORĂBIŢA,,Principala,
,0962100634,0961102003,405315,43652,43689,0962100634,BRĂILA,,,222,ŞCOALA PRIMARĂ ŢEPEŞ VODĂ,SCOALA PRIMARA TEPES VODA,ŢEPEŞ VODĂ,,VIOLETELOR,
4925590,1431100167,,458661,63394,63401,1431100167,COVASNA,,,18/A,Casa Corpului Didactic Sfântu Gheorghe,CASA CORPULUI DIDACTIC SFANTU GHEORGHE,SFÂNTU  GHEORGHE,,Victor Babeș,
,2862102515,2861100911,,128221,128249,2862102515,OLT,,,,GRADINITA CU PROGRAM NORMAL ARCESTI,GRADINITA CU PROGRAM NORMAL ARCESTI,ARCEŞTI,,,
2487752,3561101683,,797144,155243,155252,3561101683,TIMIŞ,,,37,"COLEGIUL NATIONAL ""CONSTANTIN DIACONOVICI LOGA"" MUN.TIMISOARA",COLEGIUL NATIONAL CONSTANTIN DIACONOVICI LOGA MUN TIMISOARA,TIMIŞOARA,,bd.C.D.Loga,
4404664,1461100404,,461929,63394,63401,1461100404,COVASNA,,,01.mar,"Liceul Teoretic ""Mikes Kelemen"" Sfântu Gheorghe",LICEUL TEORETIC MIKES KELEMEN SFANTU GHEORGHE,SFÂNTU  GHEORGHE,,Kriza János,
29496060,0861101415,,396904,41667,41676,0861101415,BRAŞOV,,,2,Școala Gimnazială Prejmer,SCOALA GIMNAZIALA PREJMER,PREJMER,,SCOLII,
,0562106293,0561101139,1191973,28415,28451,0562106293,BIHOR,,,304,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 ȘIȘTEREA,GRADINITA CU PROGRAM NORMAL NR 2 SISTEREA,ŞIŞTEREA,,sat Șișterea,
,2862103172,2861101401,,125542,125551,2862103172,OLT,,,,"GRADINITA CU PROGRAM PRELUNGIT ""FLOARE DE TEI"" CORABIA",GRADINITA CU PROGRAM PRELUNGIT FLOARE DE TEI CORABIA,CORABIA,,,
4410550,3961100043,,1154303,174744,174753,3961100043,VRANCEA,,,6,"SCOALA GIMNAZIALA ""NICOLAE IORGA"" FOCSANI",SCOALA GIMNAZIALA NICOLAE IORGA FOCSANI,FOCŞANI,,01.iun,
23412221,3861105208,,741238,169253,169262,3861105208,VÂLCEA,,,,SCOALA GIMNAZIALA FERIGILE COSTESTI,SCOALA GIMNAZIALA FERIGILE COSTESTI,COSTEŞTI,,,
,1662104043,1661101836,,70094,70101,1662104043,DOLJ,,,,GRADINITA CU PROGRAM NORMAL ISALNITA,GRADINITA CU PROGRAM NORMAL ISALNITA,IŞALNIŢA,,,
,2562101075,2561102076,,113698,113723,2562101075,MEHEDINŢI,,,,GRĂDINIȚA CU PROGRAM NORMAL STUDINA,GRADINITA CU PROGRAM NORMAL STUDINA,STUDINA,,,
4469388,0361104778,,301511,13668,13677,0361104778,ARGEŞ,,,19,ȘCOALA GIMNAZIALĂ NR. 1 COSTEȘTI,SCOALA GIMNAZIALA NR 1 COSTESTI,COSTEŞTI,,MORII,
,0562103123,0561102045,1193397,30844,30853,0562103123,BIHOR,,,39,GRĂDINIȚA CU PROGRAM NORMAL NR.1 ROȘIA,GRADINITA CU PROGRAM NORMAL NR 1 ROSIA,ROŞIA,,,
29175582,0461107409,,1224251,20965,20974,0461107409,BACĂU,,,2,LICEUL TEHNOLOGIC TARGU OCNA,LICEUL TEHNOLOGIC TARGU OCNA,TÂRGU OCNA,,NICOLAE ARBANAS,
32841265,2851101391,,6308765,125472,125481,2851101391,OLT,,,19,"CLUBUL COPIILOR SI ELEVILOR ""MARIUS BUNESCU"" CARACAL",CLUBUL COPIILOR SI ELEVILOR MARIUS BUNESCU CARACAL,CARACAL,,Piata Victoriei,
18450067,2841101368,,6541458,125347,125356,2841101368,OLT,,,8B,CENTRUL JUDETEAN DE RESURSE SI DE ASISTENTA EDUCATIONALA OLT,CENTRUL JUDETEAN DE RESURSE SI DE ASISTENTA EDUCATIONALA OLT,SLATINA,,EC.TEODOROIU,
17105753,1661106072,,481993,69900,69919,1661106072,DOLJ,,,,"SCOALA GIMNAZIALA ""DECEBAL"" CRAIOVA",SCOALA GIMNAZIALA DECEBAL CRAIOVA,CRAIOVA,,,
,0962102984,0961102057,406682,43493,43554,0962102984,BRĂILA,,,,GRĂDINIŢA CU PROGRAM NORMAL ŢĂCĂU,GRADINITA CU PROGRAM NORMAL TACAU,ŢĂCĂU,,,
,2862102085,2861100187,,126406,126424,2862102085,OLT,,,,SCOALA PRIMARA BUTA,SCOALA PRIMARA BUTA,BUTA,,,
,5162102088,5161100127,,105384,105400,5162102088,CĂLĂRAŞI,,,,SCOALA PRIMARA NR.1 NEGOIESTI,SCOALA PRIMARA NR 1 NEGOIESTI,NEGOEŞTI,,,
17968533,1261102793,,120990205,54975,54984,1261102793,CLUJ,46.75690295,23.6145529913739,63,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""POIENIȚA"" CLUJ-NAPOCA",GRADINITA CU PROGRAM PRELUNGIT POIENITA CLUJ NAPOCA,CLUJ-NAPOCA,241118438,Alverna,
,3362104947,3361103245,,146263,146272,3362104947,SUCEAVA,,,122,"GRADINITA CU PROGRAM NORMAL ""ARLECHINO"" SUCEAVA",GRADINITA CU PROGRAM NORMAL ARLECHINO SUCEAVA,SUCEAVA,,22.dec,
,3562104926,3561101552,,158243,158270,3562104926,TIMIŞ,,,,SCOALA PRIMARA DRAGOIESTI COM.RACOVITA,SCOALA PRIMARA DRAGOIESTI COM RACOVITA,DRĂGOIEŞTI,,,
