COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,osm,safe,str,wikidata
,0762102535,0761105416,,38982,39015,0762102535,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR. 6 LISNA,GRADINITA CU PROGRAM NORMAL NR 6,LIŞNA,,0,,
,0562105898,0561108494,364274,31654,31690,0562105898,BIHOR,,,135,ȘCOALA GIMNAZIALĂ NR.4 CIUTELEC,SCOALA GENERALA NR 4,CIUTELEC,,0,,
18987355,3461101368,,34698601,152172,152181,3461101368,TELEORMAN,44.1484724488089,25.5476292911711,,"LICEUL TEHNOLOGIC ""ANDREI ȘAGUNA"" BOTOROAGA",LICEUL TEHNOLOGIC ANDREI SAGUNA,BOTOROAGA,,1,,
,0162100899,0161102494,,6592,6609,0162100899,ALBA,,,,GRADINITA CU PROGRAM NORMAL RIMETEA,GRADINITA CU PROGRAM NORMAL RIMETEA,RÂMETEA,,0,,
,0562106352,0561108241,1196935,29154,29181,0562106352,BIHOR,,,160A,ȘCOALA PRIMARĂ NR.1 CRÎNCEȘTI,SCOALA PRIMARA NR 1 CRINCESTI,CRÂNCEŞTI,,0,Principala,
30764921,0561200014,,502436,26564,26573,0561200014,BIHOR,,,6,"GRĂDINIŢA CU PROGRAM PRELUNGIT AMERICANO-ROMÂNĂ ""CRINUL"" ORADEA",GRADINITA CU PROGRAM PRELUNGIT AMERICANO ROMANA CRINUL,ORADEA,,0,Str. Clujului,
,1362103933,1361105243,,62761,62770,1362103933,CONSTANŢA,,,1,GRĂDINIŢA CU PROGRAM NORMAL NR. 2 POARTA ALBĂ,GRADINITA CU PROGRAM NORMAL NR 2,POARTA ALBĂ,,0,PALATULUI,
24525733 (asociatie),2261206535,,223265819,95060,95079,2261206535,IAŞI,,,2A,"ȘCOALA PRIMARĂ ""LORELAY"", IAŞI",SCOALA PRIMARA LORELAY,IAŞI,,0,PROFESOR EMIL HONORIU,
,3362104965,3361100088,,147205,147214,3362104965,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL PARAU BREZEI,GRADINITA CU PROGRAM NORMAL PARAU BREZEI,BREAZA,,0,,
,2662103338,2661103971,,114417,114435,2662103338,MUREŞ,,,78,GRĂDINIȚA CU PROGRAM NORMAL COTUȘ,GRADINITA CU PROGRAM NORMAL,COTUŞ,,0,PRINCIPALĂ,
,5262100406,5261101461,,102071,102099,5262100406,GIURGIU,44.2336135787717,26.1844143659019,,SCOALA GIMNAZIALA NR.2 CÂMPURELU,SCOALA GENERALA NR 2,CÂMPURELU,,1,,
,3662100165,3661100536,,160877,160895,3662100165,TULCEA,45.0256554023168,28.6946908823764,,ȘCOALA PRIMARĂ LĂSTUNI,SCOALA PRIMARA,LĂSTUNI,,1,,
4453209,4061103618,,1131507,179132,179187,4061103618,MUNICIPIUL BUCUREŞTI,,,311,"Liceul Teoretic ""Dimitrie Bolintineanu""",LICEUL TEORETIC DIMITRIE BOLINTINEANU,BUCUREŞTI SECTORUL 5,,0,Rahovei,
29055373,2961102192,,638560,134014,134023,2961102192,PRAHOVA,,,688,"ȘCOALA GIMNAZIALĂ, COMUNA MĂGURELE",SCOALA GENERALA,MĂGURELE,,0,PRINCIPALĂ,
,2962106368,2961102527,963616,135949,135985,2962106368,PRAHOVA,,,149,"GRĂDINIȚA CU PROGRAM NORMAL, SAT DÎRVARI, COMUNA VALEA CĂLUGĂREASCĂ",GRADINITA CU PROGRAM NORMAL SAT DIRVARI COMUNA VALEA CALUGAREASCA,DÂRVARI,,0,DÂRVARI,
,3162102618,3161100358,,142710,142747,3162102618,SĂLAJ,47.3257057065774,23.2061983937202,65,ȘCOALA PRIMARĂ DOMNIN,SCOALA PRIMARA,DOMNIN,,1,Principală,
22092005,0761105416,,07390780,38982,39042,0761105416,BOTOŞANI,,,,"SCOALA PROFESIONALA ""SFANTUL AP.ANDREI"" SMIRDAN",SCOALA PROFESIONALA SFANTUL AP ANDREI SMIRDAN,SMÂRDAN,,0,,
12841260,1961100116,,521016,85760,85779,1961100116,HARGHITA,46.580062501039,25.7905235203328,1681,"ȘCOALA GIMNAZIALĂ ""MÁRTON ÁRON"" SÂNDOMINIC",SCOALA GENERALA MARTON ARON,SÂNDOMINIC,,1,ALTIZ,
14754500,3161104475,,663539,142284,142293,3161104475,SĂLAJ,,,31,ȘCOALA GIMNAZIALĂ NR.1 PERICEI,SCOALA GENERALA NR 1,PERICEI,,0,ȘOSEA,
,3262103423,3261100135,320674629,144615,144633,3262103423,SIBIU,46.2600723577799,24.6518413925808,123,SCOALA PRIMARA PROD,SCOALA PRIMARA,PROD,,1,,
,2962100801,2961101725,640812,130981,131041,2962100801,PRAHOVA,,,177,"GRĂDINIȚA CU PROGRAM NORMAL ȚINTEA, ORAȘUL BĂICOI",GRADINITA CU PROGRAM NORMAL ORASUL BAICOI,ŢINTEA,,0,INDEPENDENȚEI,
,0462100759,0461105045,,24187,24221,0462100759,BACĂU,,,,GRADINITA CU PROGRAM NORMAL FULGERIS,GRADINITA CU PROGRAM NORMAL,FULGERIŞ,,0,,
,0362100901,0361100037,,14851,14888,0362100901,ARGEŞ,44.9208141990529,24.8312557874455,1,ȘCOALA GIMNAZIALĂ CALOTEȘTI,SCOALA GENERALA,CALOTEŞTI,,1,PRINCIPALĂ,
,1762102989,1761100232,,77288,77304,1762102989,GALAŢI,,,,"GRADINITA CU PROGRAM NORMAL NR.1, SAT ROGOJENI, COMUNA SUCEVENI",GRADINITA CU PROGRAM NORMAL NR 1 COMUNA SUCEVENI,ROGOJENI,,0,,
17145499,2261102628,,551085,98337,98346,2261102628,IAŞI,,,,"ȘCOALA PROFESIONALĂ, PLUGARI",SCOALA PROFESIONALA,PLUGARI,,0,,
,2962105322,2961107324,1234646,133615,133633,2962105322,PRAHOVA,,,160,"GRĂDINIȚA CU PROGRAM NORMAL, SAT COȘERELE, COMUNA GORNET-CRICOV",GRADINITA CU PROGRAM NORMAL COMUNA GORNET CRICOV,COŞERELE,,0,COȘERELE,
4496161,1561100289,,831966,65681,65690,1561100289,DÂMBOVIŢA,,,2,LICEUL TEHNOLOGIC ”DR.C. ANGELESCU” GĂEȘTI,LICEUL TEHNOLOGIC DR C ANGELESCU,GĂEŞTI,,0,ARGESULUI,
4278671,0461108369,,958271,20297,20304,0461108369,BACĂU,46.5647841748254,26.8985038951723,,"COLEGIUL ""MIHAI EMINESCU"" BACAU",COLEGIUL MIHAI EMINESCU,BACĂU,,1,MIHAI EMINESCU NR 35,
,3362102497,3361103851,,147465,147483,3362102497,SUCEAVA,47.5128868010375,26.3172814183643,,SCOALA GIMNAZIALA PETIA,SCOALA GENERALA,PETIA,,1,,
,3962100233,3961100563,,177986,178019,3962100233,VRANCEA,,,40,GRADINITA CU PROGRAM NORMAL NR.2 BORDEASCA VECHE,GRADINITA CU PROGRAM NORMAL NR 2,BORDEASCA VECHE,,0,Ulita,
,2662101666,2661105114,598904,115897,115940,2662101666,MUREŞ,,,334,GRĂDINIȚA CU PROGRAM NORMAL VĂLENII DE MUREȘ,GRADINITA CU PROGRAM NORMAL,VĂLENII DE MUREŞ,,0,PRINCIPALĂ,
,0462102666,0461107246,,24276,24310,0462102666,BACĂU,46.2628895018218,26.640320839505,,GRADINITA CU PROGRAM NORMAL PIRIU BOGHII,GRADINITA CU PROGRAM NORMAL PIRIU BOGHII,PÂRÂU BOGHII,,0,,
,0262104219,0261100025,,9627,9636,0262104219,ARAD,,,101,GRADINITA PN NR 3 NADLAC,GRADINITA PN NR 3,NĂDLAC,,0,CARTIER VIILE VECHI,
,0662101671,0661100756,374669,33382,33417,0662101671,BISTRIŢA-NĂSĂUD,,,257,"ȘCOALA PRIMARĂ ""VASILE BOB FABIAN"" RUSU BÎRGĂULUI",SCOALA PRIMARA VASILE BOB FABIAN RUSU BIRGAULUI,RUSU BÂRGĂULUI,,0,Principală,
,3062100934,3061101989,,139250,139269,3062100934,SATU MARE,,,178,GRĂDINIȚA CU PROGRAM NORMAL URZICENI,GRADINITA CU PROGRAM NORMAL,URZICENI,,0,PRINCIPALĂ,
19039338,3461101314,,698273,151683,151692,3461101314,TELEORMAN,,,15-17,ȘCOALA GIMNAZIALĂ NR. 2 TURNU MĂGURELE,SCOALA GENERALA NR 2,TURNU MĂGURELE,,0,ALEXANDRU FLAHUȚĂ,
,1062103318,1061105008,,48557,48566,1062103318,BUZĂU,,,,GRĂDINIŢA CU PROGRAM NORMAL NR.2 COMUNA PÎRSCOV,GRADINITA CU PROGRAM NORMAL NR 2 COMUNA PIRSCOV,PÂRSCOV,,0,,
,2662107889,2661103926,,119750,119769,2662107889,MUREŞ,,,320,GRĂDINIȚA CU PROGRAM NORMAL ŞĂULIA,GRADINITA CU PROGRAM NORMAL,ŞĂULIA,,0,PRINCIPALA,
,5162102165,5161100023,,93487,93496,5162102165,CĂLĂRAŞI,,,,GRADINITA PROGRAM NORMAL NR.1 DRAGALINA,GRADINITA CU PROGRAMRAM NORMAL NR 1,DRAGALINA,,0,,
4777132,0861101311,,396318,40928,40937,0861101311,BRAŞOV,45.7670508302118,25.3679944919628,979,Școala Gimnazială Dumbrăvița,SCOALA GENERALA,DUMBRĂVIŢA,,1,MARE,
,1762103443,1761101016,,75953,75999,1762103443,GALAŢI,,,,"SCOALA PRIMARA NR.1, SAT CARAPCESTI, COMUNA COROD",SCOALA PRIMARA NR 1 COMUNA COROD,CĂRĂPCEŞTI,,0,,
4616799,1461100327,,359449,63447,63456,1461100327,COVASNA,45.8681620012642,25.7891244193672,172,"Școala Gimnazială ""Gaál Mózes"" Baraolt",SCOALA GENERALA GAAL MÓZES,BARAOLT,,1,Kossuth Lajos,
,3962101157,3961100848,,174922,174931,3962101157,VRANCEA,45.8485725709075,27.274782811587,1,SCOALA PRIMARA DOAGA FABRICA,SCOALA PRIMARA DOAGA FABRICA,MĂRĂŞEŞTI,,1,Principala,
,1262104524,1261100348,,55259,55268,1262104524,CLUJ,,,11,"GRĂDINIȚA CU PROGRAM NORMAL ""DR. ION RAȚIU"" - STRUCTURA 2 TURDA",GRADINITA CU PROGRAM NORMAL DR ION RATIU STRUCTURA 2,TURDA,,0,Cheii,
15057439,1661104685,,481498,74509,74518,1661104685,DOLJ,44.1937567024126,23.8069528209806,,SCOALA GIMNAZIALA TUGLUI,SCOALA GENERALA,ŢUGLUI,,1,,
,0262103037,0261101216,,11236,11245,0262103037,ARAD,,,,GRADINITA PN HASMAS,GRADINITA PN,HĂŞMAŞ,,0,,
,1162104711,1161103642,423563,53372,53390,1162104711,CARAŞ-SEVERIN,45.4807806262151,22.2244125826145,,ŞCOALA PRIMARĂ CIUTA,SCOALA PRIMARA,CIUTA,,1,,
,5262100537,5261100026,,102106,102133,5262100537,GIURGIU,44.2032066826873,26.1788202997105,,SCOALA GIMNAZIALA NR.3 FALASTOACA,SCOALA GENERALA NR 3,FALAŞTOACA,,1,,
,2162100564,2161101443,,92783,92827,2162100564,IALOMIŢA,,,8,GRĂDINIŢA CU PROGRAM NORMAL MARSILIENI-ŞC.GIM.ALBEŞTI,GRADINITA CU PROGRAM NORMAL SC GIM ALBESTI,MARSILIENI,,0,ŞCOLII,
18987444,3461101187,,698443,151816,151825,3461101187,TELEORMAN,43.9912467242936,25.2904178254876,,ȘCOALA GIMNAZIALĂ NANOV,SCOALA GENERALA,NANOV,,1,,
4243916,3361103982,,691562,146263,146272,3361103982,SUCEAVA,47.6450223,26.2507273,38,SCOALA GIMNAZIALA NR. 3 SUCEAVA,SCOALA GENERALA NR 3,SUCEAVA,353194508,0,MARASESTI,
,1762102555,1761104435,,77126,77135,1762102555,GALAŢI,,,,"GRADINITA CU PROGRAM NORMAL NR.1, COMUNA SCANTEIESTI",GRADINITA CU PROGRAM NORMAL NR 1,SCÂNTEIEŞTI,,0,,
,0662102898,0661101386,990786,34333,34342,0662102898,BISTRIŢA-NĂSĂUD,,,1469/1,GRĂDINIȚA CU PROGRAM NORMAL NR.1 RODNA,GRADINITA CU PROGRAM NORMAL NR 1,RODNA,,0,Principală,
4410542,3961100812,,759778,174744,174753,3961100812,VRANCEA,,,56,"CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA ""ELENA DOAMNA"" FOCSANI",CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA ELENA DOAMNA,FOCŞANI,,0,Cuza Voda,
,0562104142,0561101632,361272,27935,27944,0562104142,BIHOR,,,234,ȘCOALA PRIMARĂ NR.2 BULZ,SCOALA PRIMARA NR 2,BULZ,,0,"sat Bulz, nr.234",
,3162101142,3161100539,,141376,141394,3162101142,SĂLAJ,,,63,GRĂDINIȚA CU PROGRAM NORMAL BADON,GRADINITA CU PROGRAM NORMAL,BADON,,0,Principală,
,1662104296,1661105469,,73996,74000,1662104296,DOLJ,,,,GRADINITA CU PROGRAM NORMAL SADOVA,GRADINITA CU PROGRAM NORMAL,SADOVA,,0,,
28673805,3661101406,,13268270,160644,160653,3661101406,TULCEA,,,27,ŞCOALA GIMNAZIALĂ JURILOVCA,SCOALA GENERALA,JURILOVCA,,0,06.mar,
,0562104852,0561100242,364389,31789,31805,0562104852,BIHOR,,,215,ŞCOALA PRIMARĂ NR. 1 BELFIR,SCOALA PRIMARA NR 1,BELFIR,,0,Principala,
,1062102421,1061104572,,45003,45094,1062102421,BUZĂU,,,,ŞCOALA PRIMARĂ SAT VALEA PĂRULUI COMUNA BECENI,SCOALA PRIMARA COMUNA BECENI,VALEA PĂRULUI,,0,,
,3362102054,3361103765,,148765,148792,3362102054,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL BOTUS,GRADINITA CU PROGRAM NORMAL,BOTUŞ,,0,,
,1162102383,1161103877,,54270,54298,1162102383,CARAŞ-SEVERIN,,,,GRĂDINIŢA CU PROGRAM NORMAL RUSCA TEREGOVA,GRADINITA CU PROGRAM NORMAL TEREGOVA,RUSCA,,0,,
,2962106187,2961102079,641828,132645,132672,2962106187,PRAHOVA,,,2,"GRĂDINIȚA CU PROGRAM NORMAL, SAT TRENU, COMUNA CHIOJDEANCA",GRADINITA CU PROGRAM NORMAL COMUNA CHIOJDEANCA,TRENU,,0,TRENU,
,0562103806,0561108571,1193220,30648,30700,0562103806,BIHOR,,,151,GRĂDINIȚA CU PROGRAM NORMAL NR.2 VĂRĂȘENI,GRADINITA CU PROGRAM NORMAL NR 2,VĂRĂŞENI,,0,principala,
29074839,3561100162,,35707971,155350,155369,3561100162,TIMIŞ,45.685590702568,21.891736423983,46,GRADINITA CU PROGRAM PRELUNGIT NR.2 MUN.LUGOJ,GRADINITA CU PROGRAM PRELUNGIT NR 2,LUGOJ,,1,XENOPOL,
31042510,4061106033,,408400488,179132,179196,4061106033,MUNICIPIUL BUCUREŞTI,,,10,"Grădinița ""Colț de Rai""",GRADINITA COLT DE RAI,BUCUREŞTI SECTORUL 6,,0,Gârleni,
4580458,0861101591,,397647,40303,40312,0861101591,BRAŞOV,45.497457015019,25.5720047530935,91,Liceul Teoretic 'Mihail Săulescu' Predeal,LICEUL TEORETIC MIHAIL SAULESCU,PREDEAL,,1,MIHAIL SAULESCU,
13166154,3031100073,,112,136483,136492,3031100073,SATU MARE,,,6,CASA CORPULUI DIDACTIC SATU MARE,CASA CORPULUI DIDACTIC,SATU MARE,,0,01.dec.18,
4641237,0561102027,,959706,26804,26813,0561102027,BIHOR,46.6656552994104,22.3479470706583,5,"COLEGIUL TEHNIC ""IOAN CIORDAȘ"" BEIUȘ",COLEGIUL TEHNIC IOAN CIORDAS,BEIUŞ,,1,str. Ioan Ciordaș,
,2962105186,2961100109,640056,136134,136189,2962105186,PRAHOVA,45.1800070025073,25.9651913232314,126A,"ȘCOALA PRIMARĂ, SAT POIANA VĂRBILĂU, COMUNA VĂRBILĂU",SCOALA PRIMARA COMUNA VARBILAU,POIANA VĂRBILĂU,,0,POIANA VĂRBILĂU,
,1062101334,1061106434,,46769,46787,1062101334,BUZĂU,,,,GRĂDINIȚA CU PROGRAM NORMAL SAT BENTU COMUNA GĂLBINAȘI,GRADINITA CU PROGRAM NORMAL COMUNA GALBINASI,BENTU,,0,,
,1862104483,1861105525,,82680,82715,1862104483,GORJ,,,,"GRADINITA CU PROGRAM NORMAL CHICIORA, TITARENI",GRADINITA CU PROGRAM NORMAL TITARENI,CHICIORA,,0,,
29150553,0461104736,,349133,24338,24347,0461104736,BACĂU,,,,SCOALA GIMNAZIALA PARJOL,SCOALA GENERALA,PÂRJOL,,0,,
,3962103105,3961100025,,178545,178581,3962103105,VRANCEA,,,1,SCOALA GIMNAZIALA VIZANTEA MANASTIREASCA,SCOALA GENERALA,VIZANTEA MĂNĂSTIREASCĂ,,0,Principala,
,0162100741,0161102906,,9026,4204,0162100741,ALBA,,,,GRADINITA CU PROGRAM NORMAL BUCERDEA GRANOASA,GRADINITA CU PROGRAM NORMAL,BUCERDEA GRÂNOASĂ,,0,,
15057447,1661101836,,482246,70094,70101,1661101836,DOLJ,,,,"SCOALA GIMNAZIALA ""ELIZA OPRAN"" ISALNITA",SCOALA GENERALA ELIZA OPRAN,IŞALNIŢA,,0,,
,0562104576,0561100174,502668,26699,26706,0562104576,BIHOR,,,11,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 ALEȘD,GRADINITA CU PROGRAM NORMAL NR 1,ALEŞD,,0,str. Teiului,
26702742,0861100667,,395558,40198,40205,0861100667,BRAŞOV,,,29A-31,Școala Gimnazială Nr. 6 'Iacob Mureșianu' Brașov,SCOALA GENERALA NR 6 IACOB MURESIANU,BRAŞOV,,0,EROILOR,
29111694,0461106593,,344743,21757,21766,0461106593,BACĂU,46.1840847280549,26.9302364199004,440,SCOALA GIMNAZIALA CAIUTI,SCOALA GENERALA,CĂIUŢI,,1,PRINCIPALA,
,2662103745,2661108221,,117177,117239,2662103745,MUREŞ,46.6732321709929,24.6446488471469,16,ȘCOALA GIMNAZIALĂ PĂDURENI,SCOALA GENERALA,PĂDURENI,,1,SCOLII,
18238103,3361103679,,1078212,146263,146272,3361103679,SUCEAVA,,,12,SCOALA GIMNAZIALA NR. 8 SUCEAVA,SCOALA GENERALA NR 8,SUCEAVA,,0,ALEEA JUPITER,
19386469,0561101632,,361258,27935,27944,0561101632,BIHOR,,,127A,ȘCOALA GIMNAZIALĂ NR.1 BULZ,SCOALA GENERALA NR 1,BULZ,,0,"sat Bulz, nr.127/a",
,0462105823,0461108211,,20563,20572,0462105823,BACĂU,,,,GRADINITA CU PROGRAM PRELUNGIT NR 10 ONESTI,GRADINITA CU PROGRAM PRELUNGIT NR 10,ONEŞTI,,0,TEILOR NR 2,
,0562106723,0561101781,1161930,30274,30309,0562106723,BIHOR,47.0130218562532,22.020367585554,154,ȘCOALA PRIMARĂ NR.2 CHERIU,SCOALA PRIMARA NR 2,CHERIU,,1,sat Cheriu,
,0662102093,0661101481,371980,32811,32857,0662102093,BISTRIŢA-NĂSĂUD,,,43,GRĂDINIȚA CU PROGRAM NORMAL DOBRIC,GRADINITA CU PROGRAM NORMAL,DOBRIC,,0,Principală,
,2662107948,2661108248,,114925,114934,2662107948,MUREŞ,46.3294943181597,24.2843845295815,10,"LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUŞI"" TÂRNĂVENI",LICEUL TEHNOLOGIC CONSTANTIN BRANCUSI,TÂRNĂVENI,,0,TRANDAFIRILOR,
,1162104435,1161103461,423458,52856,52883,1162104435,CARAŞ-SEVERIN,,,79,ŞCOALA PRIMARĂ COMORÂŞTE,SCOALA PRIMARA,COMORÂŞTE,,0,NU ARE,
,3962102511,3961100893,,175368,175395,3962102511,VRANCEA,,,1,SCOALA PRIMARA IVANCESTI,SCOALA PRIMARA,IVĂNCEŞTI,,0,Principala,
27791438,1061104192,,415140,49956,49965,1061104192,BUZĂU,45.1614564911871,26.8801151682974,,ŞCOALA GIMNAZIALĂ COMUNA VADU PAŞII,SCOALA GENERALA,VADU PAŞII,,1,,
,5162102708,5161100959,,105605,105614,5162102708,CĂLĂRAŞI,44.1498572728308,26.7395945255239,,SCOALA PRIMARA NR.3 ULMENI,SCOALA PRIMARA NR 3,ULMENI,,1,,
18522767,2161100017,,210539611,92765,92774,2161100017,IALOMIŢA,,,21,ŞCOALA GIMNAZIALĂ NR.1 ŢĂNDĂREI,SCOALA GENERALA NR 1,ŢĂNDĂREI,,0,MECANIZATORILOR,
,0362100679,0361104059,,15108,15126,0362100679,ARGEŞ,,,1,ȘCOALA GIMNAZIALĂ CĂLINEȘTI-VALE,SCOALA GENERALA VALE,CĂLINEŞTI,,0,PRINCIPALĂ,
,1162102659,1161103312,,51010,51029,1162102659,CARAŞ-SEVERIN,,,1,GRĂDINIŢA CU PROGRAM NORMAL NR.4 CARANSEBEŞ,GRADINITA CU PROGRAM NORMAL NR 4,CARANSEBEŞ,,0,ALEEA GRĂDINIŢEI,
,2662102477,2661105195,,115771,115780,2662102477,MUREŞ,,,44,GRĂDINIȚA CU PROGRAM NORMAL BICHIȘ,GRADINITA CU PROGRAM NORMAL,BICHIŞ,,0,PRINCIPALĂ,
29216305,0461107187,,350675,25228,25237,0461107187,BACĂU,,,,"SCOALA GIMNAZIALA ""IONITA SANDU STURDZA"" SAUCESTI",SCOALA GENERALA IONITA SANDU STURDZA,SĂUCEŞTI,,0,,
,0762105529,0761104763,,35731,35740,0762105529,BOTOŞANI,,,0,GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 20 BOTOŞANI,GRADINITA CU PROGRAM PRELUNGIT NR 20,BOTOŞANI,,0,ANL CIŞMEA,
,1662103024,1661104509,,71723,71778,1662103024,DOLJ,,,,"SCOALA PRIMARA ""CONSTANTIN IONESCU-TIU"" TIU",SCOALA PRIMARA CONSTANTIN IONESCU,ŢIU,,0,,
,3462101852,3461101187,,151816,151825,3462101852,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 NANOV,GRADINITA CU PROGRAM NORMAL NR 1,NANOV,,0,,
,1862105285,1861105421,,78604,78659,1862105285,GORJ,,,,"GRADINITA CU PR NORMAL NR 1 STERPOAIA, ANINOASA",GRADINITA CU PROGRAM NORMAL NR 1 ANINOASA,STERPOAIA,,0,,
29032914,2661105082,,603888,117275,117284,2661105082,MUREŞ,,,158,"ȘCOALA GIMNAZIALĂ ""VASILE POP"" GREBENIŞU DE CÂMPIE",SCOALA GENERALA VASILE POP,GREBENIŞU DE CÂMPIE,,0,PRINCIPALA,
,1862102255,1861106295,180507619,79004,79022,1862102255,GORJ,,,,"GRADINITA CU PROGRAM NORMAL NR.2 COCORENI, BILTENI",GRADINITA CU PROGRAM NORMAL NR 2 BILTENI,COCORENI,,0,,
,3362105618,3361108024,,148612,148621,3362105618,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL NR. 1 FRASIN,GRADINITA CU PROGRAM NORMAL NR 1,FRASIN,,0,,
4638150,3561101656,,950592,155243,155252,3561101656,TIMIŞ,45.7414305,21.227357787521,4,"LICEUL TEORETIC ""GRIGORE MOISIL"" MUN.TIMISOARA",LICEUL TEORETIC GRIGORE MOISIL,TIMIŞOARA,152474230,0,GHIRLANDEI,
,0462100809,0461107644,,26083,26109,0462100809,BACĂU,46.2408852486139,27.076590378009,,SCOALA PRIMARA CUCOVA,SCOALA PRIMARA,CUCOVA,,1,,
,3362104635,3361107941,,147036,147045,3362104635,SUCEAVA,47.9290868016116,25.7895675396397,,SCOALA GIMNAZIALA NR. 2 BILCA,SCOALA GENERALA NR 2,BILCA,,1,,
29190728,0461106557,,347771,23494,23500,0461106557,BACĂU,,,,"SCOALA GIMNAZIALA ""GHEORGHE NECHITA"" MOTOSENI",SCOALA GENERALA GHEORGHE NECHITA,MOTOŞENI,,0,,
,0462101403,0461107264,,23715,23751,0462101403,BACĂU,,,,"SCOALA GIMNAZIALA ""MARTIN BENEDICT"" GALBENI",SCOALA GENERALA MARTIN BENEDICT,GALBENI,,0,,
,0162101923,0161103328,,1213,1222,0162101923,ALBA,,,38,GRADINITA CU PROGRAM NORMAL NR. 4 AIUD,GRADINITA CU PROGRAM NORMAL NR 4,AIUD,,0,CUZA VODĂ,
,0662103411,0661103741,991508,35269,35303,0662103411,BISTRIŢA-NĂSĂUD,,,268,ȘCOALA GIMNAZIALĂ PREVENTORIU ILIȘUA,SCOALA GENERALA PREVENTORIU,ILIŞUA,,0,Principală,
,0762104261,0761104555,,37324,37351,0762104261,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR. 2 RADENI,GRADINITA CU PROGRAM NORMAL NR 2,RĂDENI,,0,RADENI,
13633870,1761101753,,495205,75203,75212,1761101753,GALAŢI,,,15,"SCOALA GIMNAZIALA ""GHEORGHE PETRASCU"", LOCALITATEA TECUCI",SCOALA GENERALA GHEORGHE PETRASCU,TECUCI,,0,AL.PAPADOPOL CASIMAN,
,1762104064,1761101509,,76601,76610,1762104064,GALAŢI,,,,"GRADINITA CU PROGRAM NORMAL NR.1, COMUNA IVESTI",GRADINITA CU PROGRAM NORMAL NR 1,IVEŞTI,,0,,
,3762106459,3761107623,,165069,165078,3762106459,VASLUI,46.5982125529881,27.9327122851085,,"ȘCOALA PRIMARĂ, SAT OLTENEȘTI",SCOALA PRIMARA,OLTENEŞTI,,1,,
4266286,4061101688,,765105,179132,179150,4061101688,MUNICIPIUL BUCUREŞTI,44.4395021,26.1245396,62,Colegiul Național ”Mihai Viteazul”,COLEGIUL NATIONAL MIHAI VITEAZUL,BUCUREŞTI SECTORUL 2,3097005839,0,Protopopescu Pache,
,0762103061,0761104659,,36676,36729,0762103061,BOTOŞANI,,,,SCOALA PRIMARA NR. 4 PODENI,SCOALA PRIMARA NR 4,PODENI,,0,PODENI,
,5162102803,5161100014,,103014,103023,5162102803,CĂLĂRAŞI,,,,GRADINITA PROG. NORMAL NR.2 FUNDENI,GRADINITA CU PROGRAM NORMAL NR 2,FUNDENI,,0,,
,2862102913,2861104517,,127750,127769,2862102913,OLT,,,,GRADINITA CU PROGRAM NORMAL OBIRSIA,GRADINITA CU PROGRAM NORMAL OBIRSIA,OBÂRŞIA,,0,,
,3762103171,3761104733,,163967,164017,3762103171,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT DRAXENI",GRADINITA CU PROGRAM NORMAL,DRĂXENI,,0,,
,3362104861,3361104029,,146370,146398,3362104861,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL MERENI,GRADINITA CU PROGRAM NORMAL,MERENI,,0,,
17125203,1061104771,,1257545,44818,44827,1061104771,BUZĂU,,,,ŞCOALA GIMNAZIALĂ NR.7 MUNICIPIUL BUZĂU,SCOALA GENERALA NR 7,BUZĂU,,0,"ALEEA SCOLII, NR. 1",
,1862101503,1861106182,,80766,80837,1862101503,GORJ,,,,"SCOALA PRIMARA SEACA, LOGRESTI",SCOALA PRIMARA LOGRESTI,SEACA,,0,,
,0462103138,0461108387,,23207,23252,0462103138,BACĂU,,,,SCOALA PRIMARA VALEA HOGEI,SCOALA PRIMARA,VALEA HOGEI,,0,,
,2962104054,2961100317,640563,130614,130623,2962104054,PRAHOVA,,,25B,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1, COMUNA BERCENI",GRADINITA CU PROGRAM NORMAL NR 1,BERCENI,,0,CURCUBEULUI,
,1662103128,1661105451,,70744,70842,1662103128,DOLJ,44.4827374373145,23.4438459805856,,SCOALA GIMNAZIALA SALCIA,SCOALA GENERALA,SALCIA,,1,,
17140777,2261104508,,551243,98435,98444,2261104508,IAŞI,47.1522353119075,27.2391757408376,,"ȘCOALA GIMNAZIALĂ ""DIMITRIE STURDZA"", POPEȘTI",SCOALA GENERALA DIMITRIE STURDZA,POPEŞTI,,1,,
